Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-06 01:59:59.3N,99.94%,196.6MiB,1GiB,
2025-07-06 02:00:01.3N,99.58%,198.7MiB,1GiB,
2025-07-06 02:00:03.3N,99.09%,198.8MiB,1GiB,
2025-07-06 02:00:05.3N,99.15%,198.6MiB,1GiB,
2025-07-06 02:00:07.3N,99.97%,196.6MiB,1GiB,
2025-07-06 02:00:09.3N,99.93%,196.9MiB,1GiB,
2025-07-06 02:00:11.3N,99.22%,196.9MiB,1GiB,
2025-07-06 02:00:13.3N,99.59%,226.3MiB,1GiB,
2025-07-06 02:00:15.3N,100.18%,200.8MiB,1GiB,
2025-07-06 02:00:17.3N,100.59%,202.6MiB,1GiB,
2025-07-06 02:00:19.3N,99.10%,204.5MiB,1GiB,
2025-07-06 02:00:21.3N,99.79%,204.2MiB,1GiB,
2025-07-06 02:00:23.3N,99.48%,204.4MiB,1GiB,
2025-07-06 02:00:25.3N,99.65%,202.4MiB,1GiB,
2025-07-06 02:00:27.3N,99.16%,206.3MiB,1GiB,
2025-07-06 02:00:29.3N,99.06%,206.3MiB,1GiB,
2025-07-06 02:00:31.3N,99.70%,204.2MiB,1GiB,
2025-07-06 02:00:33.3N,98.16%,202.1MiB,1GiB,
2025-07-06 02:00:35.3N,99.66%,200.1MiB,1GiB,
2025-07-06 02:00:37.3N,100.11%,204.4MiB,1GiB,
2025-07-06 02:00:39.3N,100.13%,206.6MiB,1GiB,
2025-07-06 02:00:41.3N,99.85%,206.7MiB,1GiB,
2025-07-06 02:00:43.3N,99.95%,207.7MiB,1GiB,
2025-07-06 02:00:45.3N,100.83%,205.8MiB,1GiB,
2025-07-06 02:00:47.3N,100.28%,203.9MiB,1GiB,
2025-07-06 02:00:49.3N,99.54%,205.8MiB,1GiB,
2025-07-06 02:00:51.3N,100.18%,207.7MiB,1GiB,
2025-07-06 02:00:53.3N,98.50%,205.7MiB,1GiB,
2025-07-06 02:00:55.3N,99.50%,207.7MiB,1GiB,
2025-07-06 02:00:57.3N,99.90%,209.9MiB,1GiB,
2025-07-06 02:00:59.3N,99.96%,208MiB,1GiB,
2025-07-06 02:01:01.3N,100.49%,207.7MiB,1GiB,
2025-07-06 02:01:03.3N,98.67%,209.8MiB,1GiB,
2025-07-06 02:01:05.3N,100.38%,206.3MiB,1GiB,
2025-07-06 02:01:07.3N,99.38%,208.3MiB,1GiB,
2025-07-06 02:01:09.3N,99.00%,209.1MiB,1GiB,
2025-07-06 02:01:11.3N,100.13%,207.5MiB,1GiB,
2025-07-06 02:01:13.3N,99.24%,205.5MiB,1GiB,
2025-07-06 02:01:15.3N,100.13%,209.6MiB,1GiB,
2025-07-06 02:01:17.3N,100.23%,205.7MiB,1GiB,
2025-07-06 02:01:19.3N,98.91%,205.6MiB,1GiB,
2025-07-06 02:01:21.3N,99.43%,207.2MiB,1GiB,
2025-07-06 02:01:23.3N,99.42%,206.3MiB,1GiB,
2025-07-06 02:01:25.3N,99.32%,210.2MiB,1GiB,
2025-07-06 02:01:27.3N,100.11%,210.3MiB,1GiB,
2025-07-06 02:01:29.3N,99.63%,210.1MiB,1GiB,
2025-07-06 02:01:31.3N,99.97%,209.9MiB,1GiB,
2025-07-06 02:01:33.3N,99.87%,211.9MiB,1GiB,
2025-07-06 02:01:35.3N,98.79%,206.7MiB,1GiB,
2025-07-06 02:01:37.3N,100.49%,210.9MiB,1GiB,
2025-07-06 02:01:39.3N,99.93%,212.9MiB,1GiB,
2025-07-06 02:01:41.3N,100.43%,212.9MiB,1GiB,
2025-07-06 02:01:43.3N,99.84%,211MiB,1GiB,
2025-07-06 02:01:45.3N,100.24%,215.2MiB,1GiB,
2025-07-06 02:01:47.3N,100.06%,213.3MiB,1GiB,
2025-07-06 02:01:49.3N,100.24%,213.3MiB,1GiB,
2025-07-06 02:01:51.3N,99.93%,215MiB,1GiB,
2025-07-06 02:01:53.3N,99.66%,215MiB,1GiB,
2025-07-06 02:01:55.3N,99.77%,212.9MiB,1GiB,
2025-07-06 02:01:57.3N,100.43%,214.7MiB,1GiB,
2025-07-06 02:01:59.3N,99.96%,214.8MiB,1GiB,
2025-07-06 02:02:01.3N,100.36%,214.7MiB,1GiB,
2025-07-06 02:02:03.3N,99.57%,212.9MiB,1GiB,
2025-07-06 02:02:05.3N,100.10%,213.1MiB,1GiB,
2025-07-06 02:02:07.3N,100.37%,215MiB,1GiB,
2025-07-06 02:02:09.3N,100.22%,212.8MiB,1GiB,
2025-07-06 02:02:11.3N,100.04%,216.8MiB,1GiB,
2025-07-06 02:02:13.3N,100.13%,214.6MiB,1GiB,
2025-07-06 02:02:15.3N,100.02%,216.5MiB,1GiB,
2025-07-06 02:02:17.3N,99.63%,216.6MiB,1GiB,
2025-07-06 02:02:19.3N,100.38%,216.6MiB,1GiB,
2025-07-06 02:02:21.3N,99.95%,214.5MiB,1GiB,
2025-07-06 02:02:23.3N,100.11%,216.7MiB,1GiB,
2025-07-06 02:02:25.3N,99.76%,214.6MiB,1GiB,
2025-07-06 02:02:27.3N,100.44%,216.5MiB,1GiB,
2025-07-06 02:02:29.3N,100.38%,218.6MiB,1GiB,
2025-07-06 02:02:31.3N,99.68%,216.8MiB,1GiB,
2025-07-06 02:02:33.3N,100.30%,218.7MiB,1GiB,
2025-07-06 02:02:35.3N,99.83%,216.6MiB,1GiB,
2025-07-06 02:02:37.3N,100.90%,212.5MiB,1GiB,
2025-07-06 02:02:39.3N,100.20%,216.8MiB,1GiB,
2025-07-06 02:02:41.3N,100.05%,214.9MiB,1GiB,
2025-07-06 02:02:43.3N,100.06%,218.9MiB,1GiB,
2025-07-06 02:02:45.3N,100.10%,220.9MiB,1GiB,
2025-07-06 02:02:47.3N,100.26%,226.7MiB,1GiB,
2025-07-06 02:02:49.3N,100.54%,220.8MiB,1GiB,
2025-07-06 02:02:51.3N,100.14%,220.5MiB,1GiB,
2025-07-06 02:02:53.3N,99.95%,220.8MiB,1GiB,
2025-07-06 02:02:55.3N,99.77%,222.7MiB,1GiB,
2025-07-06 02:02:57.3N,100.20%,218.4MiB,1GiB,
2025-07-06 02:02:59.3N,99.94%,218.8MiB,1GiB,
2025-07-06 02:03:01.3N,100.69%,222.4MiB,1GiB,
2025-07-06 02:03:03.3N,100.12%,222.5MiB,1GiB,
2025-07-06 02:03:05.3N,99.59%,218.6MiB,1GiB,
2025-07-06 02:03:07.3N,100.42%,220.5MiB,1GiB,
2025-07-06 02:03:09.3N,100.29%,220.4MiB,1GiB,
2025-07-06 02:03:11.3N,99.92%,222.4MiB,1GiB,
2025-07-06 02:03:13.3N,100.21%,223MiB,1GiB,
2025-07-06 02:03:15.3N,99.96%,223.7MiB,1GiB,
2025-07-06 02:03:17.3N,100.13%,225.6MiB,1GiB,
2025-07-06 02:03:19.3N,100.62%,225.6MiB,1GiB,
2025-07-06 02:03:21.3N,100.03%,227.8MiB,1GiB,
2025-07-06 02:03:23.3N,100.16%,228.8MiB,1GiB,
2025-07-06 02:03:25.3N,100.42%,231.1MiB,1GiB,
2025-07-06 02:03:27.3N,100.40%,230.8MiB,1GiB,
2025-07-06 02:03:29.3N,100.19%,228.7MiB,1GiB,
2025-07-06 02:03:31.3N,100.14%,230.9MiB,1GiB,
2025-07-06 02:03:33.3N,99.91%,230.9MiB,1GiB,
2025-07-06 02:03:35.3N,99.85%,232.8MiB,1GiB,
2025-07-06 02:03:37.3N,99.92%,230.8MiB,1GiB,
2025-07-06 02:03:39.3N,100.09%,232.8MiB,1GiB,
2025-07-06 02:03:41.3N,100.00%,232.7MiB,1GiB,
2025-07-06 02:03:43.3N,100.04%,232.9MiB,1GiB,
2025-07-06 02:03:45.3N,100.08%,230.7MiB,1GiB,
2025-07-06 02:03:47.3N,100.08%,232.8MiB,1GiB,
2025-07-06 02:03:49.3N,99.71%,230.8MiB,1GiB,
2025-07-06 02:03:51.3N,99.93%,229.8MiB,1GiB,
2025-07-06 02:03:53.3N,99.94%,232MiB,1GiB,
2025-07-06 02:03:55.3N,100.17%,229.9MiB,1GiB,
2025-07-06 02:03:57.3N,99.84%,231.6MiB,1GiB,
2025-07-06 02:03:59.3N,100.14%,227.6MiB,1GiB,
2025-07-06 02:04:01.3N,100.69%,225.7MiB,1GiB,
2025-07-06 02:04:03.3N,100.25%,227.8MiB,1GiB,
2025-07-06 02:04:05.3N,100.10%,229.9MiB,1GiB,
2025-07-06 02:04:07.3N,99.34%,232.3MiB,1GiB,
2025-07-06 02:04:09.3N,100.30%,234.9MiB,1GiB,
2025-07-06 02:04:11.3N,99.97%,233MiB,1GiB,
2025-07-06 02:04:13.3N,99.87%,230.9MiB,1GiB,
2025-07-06 02:04:15.3N,99.97%,230.9MiB,1GiB,
2025-07-06 02:04:17.3N,100.62%,231.8MiB,1GiB,
2025-07-06 02:04:19.3N,100.06%,231.8MiB,1GiB,
2025-07-06 02:04:21.3N,100.15%,231.6MiB,1GiB,
2025-07-06 02:04:23.3N,99.93%,235.6MiB,1GiB,
2025-07-06 02:04:25.3N,99.74%,237.7MiB,1GiB,
2025-07-06 02:04:27.3N,100.73%,235.6MiB,1GiB,
2025-07-06 02:04:29.3N,99.77%,235.6MiB,1GiB,
2025-07-06 02:04:31.3N,99.92%,235.6MiB,1GiB,
2025-07-06 02:04:33.3N,100.08%,233.6MiB,1GiB,
2025-07-06 02:04:35.3N,100.34%,229.9MiB,1GiB,
2025-07-06 02:04:37.3N,100.27%,229.6MiB,1GiB,
2025-07-06 02:04:39.3N,99.82%,233.7MiB,1GiB,
2025-07-06 02:04:41.3N,100.44%,233.8MiB,1GiB,
2025-07-06 02:04:43.3N,100.04%,237.9MiB,1GiB,
2025-07-06 02:04:45.3N,99.72%,238.5MiB,1GiB,
2025-07-06 02:04:47.3N,99.99%,231.6MiB,1GiB,
2025-07-06 02:04:49.3N,100.01%,233.6MiB,1GiB,
2025-07-06 02:04:51.3N,99.78%,236.1MiB,1GiB,
2025-07-06 02:04:53.3N,100.29%,240.1MiB,1GiB,
2025-07-06 02:04:55.3N,100.08%,242MiB,1GiB,
2025-07-06 02:04:57.3N,99.74%,241.6MiB,1GiB,
2025-07-06 02:04:59.3N,99.77%,233.6MiB,1GiB,
2025-07-06 02:05:01.3N,100.54%,237.6MiB,1GiB,
2025-07-06 02:05:03.3N,100.08%,237.9MiB,1GiB,
2025-07-06 02:05:05.3N,100.17%,241.9MiB,1GiB,
2025-07-06 02:05:07.3N,100.25%,243.6MiB,1GiB,
2025-07-06 02:05:09.3N,100.10%,242.9MiB,1GiB,
2025-07-06 02:05:11.3N,100.37%,240.1MiB,1GiB,
2025-07-06 02:05:13.3N,99.97%,244.3MiB,1GiB,
2025-07-06 02:05:15.3N,100.00%,244.1MiB,1GiB,
2025-07-06 02:05:17.3N,100.53%,243.6MiB,1GiB,
2025-07-06 02:05:19.3N,100.55%,245.8MiB,1GiB,
2025-07-06 02:05:21.3N,100.47%,237.6MiB,1GiB,
2025-07-06 02:05:23.3N,100.02%,239.8MiB,1GiB,
2025-07-06 02:05:25.3N,100.16%,241.9MiB,1GiB,
2025-07-06 02:05:27.3N,100.46%,244.1MiB,1GiB,
2025-07-06 02:05:29.3N,99.81%,247.9MiB,1GiB,
2025-07-06 02:05:31.3N,99.15%,248.1MiB,1GiB,
2025-07-06 02:05:33.3N,100.45%,242.3MiB,1GiB,
2025-07-06 02:05:35.3N,100.23%,242.2MiB,1GiB,
2025-07-06 02:05:37.3N,99.82%,243.6MiB,1GiB,
2025-07-06 02:05:39.3N,100.31%,245.3MiB,1GiB,
2025-07-06 02:05:41.3N,100.29%,249.6MiB,1GiB,
2025-07-06 02:05:43.3N,100.45%,239.3MiB,1GiB,
2025-07-06 02:05:45.3N,100.06%,241.2MiB,1GiB,
2025-07-06 02:05:47.3N,100.36%,243.3MiB,1GiB,
2025-07-06 02:05:49.3N,100.20%,243.3MiB,1GiB,
2025-07-06 02:05:51.3N,100.18%,245.6MiB,1GiB,
2025-07-06 02:05:53.3N,100.10%,248.1MiB,1GiB,
2025-07-06 02:05:55.3N,100.17%,245.4MiB,1GiB,
2025-07-06 02:05:57.3N,99.92%,247.3MiB,1GiB,
2025-07-06 02:05:59.3N,100.61%,249.3MiB,1GiB,
2025-07-06 02:06:02.3N,100.79%,249.1MiB,1GiB,
2025-07-06 02:06:04.3N,100.03%,253.4MiB,1GiB,
2025-07-06 02:06:06.3N,100.13%,243.1MiB,1GiB,
2025-07-06 02:06:08.3N,100.84%,245.1MiB,1GiB,
2025-07-06 02:06:10.3N,100.13%,249.3MiB,1GiB,
2025-07-06 02:06:12.3N,99.82%,249.4MiB,1GiB,
2025-07-06 02:06:14.3N,100.73%,251.5MiB,1GiB,
2025-07-06 02:06:16.3N,99.64%,245.4MiB,1GiB,
2025-07-06 02:06:18.3N,100.13%,249.1MiB,1GiB,
2025-07-06 02:06:20.3N,100.01%,251.6MiB,1GiB,
2025-07-06 02:06:22.3N,100.59%,251.5MiB,1GiB,
2025-07-06 02:06:24.3N,99.78%,253.5MiB,1GiB,
2025-07-06 02:06:26.3N,100.01%,256.7MiB,1GiB,
2025-07-06 02:06:28.3N,100.85%,251.5MiB,1GiB,
2025-07-06 02:06:30.3N,99.97%,251.3MiB,1GiB,
2025-07-06 02:06:32.3N,100.15%,253.1MiB,1GiB,
2025-07-06 02:06:34.3N,100.17%,255.1MiB,1GiB,
2025-07-06 02:06:36.3N,100.15%,256MiB,1GiB,
2025-07-06 02:06:38.3N,100.09%,255.1MiB,1GiB,
2025-07-06 02:06:40.3N,99.25%,253.1MiB,1GiB,
2025-07-06 02:06:42.3N,99.10%,255.1MiB,1GiB,
2025-07-06 02:06:44.3N,99.96%,257.2MiB,1GiB,
2025-07-06 02:06:46.3N,99.48%,257.1MiB,1GiB,
2025-07-06 02:06:48.3N,100.34%,251.3MiB,1GiB,
2025-07-06 02:06:50.3N,100.27%,255.7MiB,1GiB,
2025-07-06 02:06:52.3N,100.05%,255.3MiB,1GiB,
2025-07-06 02:06:54.3N,99.96%,257.2MiB,1GiB,
2025-07-06 02:06:56.3N,99.46%,260.3MiB,1GiB,
2025-07-06 02:06:58.3N,99.49%,255MiB,1GiB,
2025-07-06 02:07:00.3N,100.03%,257.2MiB,1GiB,
2025-07-06 02:07:02.3N,100.19%,256.9MiB,1GiB,
2025-07-06 02:07:04.3N,100.19%,259MiB,1GiB,
2025-07-06 02:07:06.3N,99.69%,263.4MiB,1GiB,
2025-07-06 02:07:08.3N,98.66%,267.3MiB,1GiB,
2025-07-06 02:07:10.3N,99.99%,267.7MiB,1GiB,
2025-07-06 02:07:12.3N,99.93%,258.9MiB,1GiB,
2025-07-06 02:07:14.3N,99.66%,263.1MiB,1GiB,
2025-07-06 02:07:16.3N,99.69%,263.2MiB,1GiB,
2025-07-06 02:07:18.3N,98.95%,267.1MiB,1GiB,
2025-07-06 02:07:20.3N,100.36%,269.1MiB,1GiB,
2025-07-06 02:07:22.3N,98.55%,271.4MiB,1GiB,
2025-07-06 02:07:24.3N,99.89%,273.1MiB,1GiB,
2025-07-06 02:07:26.3N,100.32%,265.4MiB,1GiB,
2025-07-06 02:07:28.3N,100.81%,267.1MiB,1GiB,
2025-07-06 02:07:30.3N,100.04%,269.2MiB,1GiB,
2025-07-06 02:07:32.3N,100.09%,271.3MiB,1GiB,
2025-07-06 02:07:34.3N,100.04%,273MiB,1GiB,
2025-07-06 02:07:36.3N,100.32%,277.3MiB,1GiB,
2025-07-06 02:07:38.3N,99.07%,265.1MiB,1GiB,
2025-07-06 02:07:40.3N,99.87%,267.4MiB,1GiB,
2025-07-06 02:07:42.3N,100.00%,269.1MiB,1GiB,
2025-07-06 02:07:44.3N,99.90%,269.3MiB,1GiB,
2025-07-06 02:07:46.3N,99.40%,273.3MiB,1GiB,
2025-07-06 02:07:48.3N,99.99%,277.3MiB,1GiB,
2025-07-06 02:07:50.3N,100.27%,270.2MiB,1GiB,
2025-07-06 02:07:52.3N,99.48%,271.3MiB,1GiB,
2025-07-06 02:07:54.3N,99.77%,271.2MiB,1GiB,
2025-07-06 02:07:56.3N,99.77%,275.2MiB,1GiB,
2025-07-06 02:07:58.3N,98.96%,277MiB,1GiB,
2025-07-06 02:08:00.3N,99.78%,279.3MiB,1GiB,
2025-07-06 02:08:02.3N,98.72%,281.7MiB,1GiB,
2025-07-06 02:08:04.3N,98.51%,273.1MiB,1GiB,
2025-07-06 02:08:06.3N,99.98%,274.9MiB,1GiB,
2025-07-06 02:08:08.3N,99.12%,273.1MiB,1GiB,
2025-07-06 02:08:10.3N,100.29%,275MiB,1GiB,
2025-07-06 02:08:12.3N,100.02%,277MiB,1GiB,
2025-07-06 02:08:14.3N,100.12%,279.5MiB,1GiB,
2025-07-06 02:08:16.3N,99.91%,273.1MiB,1GiB,
2025-07-06 02:08:18.3N,100.14%,273.5MiB,1GiB,
2025-07-06 02:08:20.3N,100.05%,277.8MiB,1GiB,
2025-07-06 02:08:22.3N,100.32%,281.9MiB,1GiB,
2025-07-06 02:08:24.3N,100.08%,281.6MiB,1GiB,
2025-07-06 02:08:26.3N,98.85%,283.7MiB,1GiB,
2025-07-06 02:08:28.3N,99.27%,273.5MiB,1GiB,
2025-07-06 02:08:30.3N,99.51%,278MiB,1GiB,
2025-07-06 02:08:32.3N,100.65%,280MiB,1GiB,
2025-07-06 02:08:34.3N,99.61%,283.6MiB,1GiB,
2025-07-06 02:08:36.3N,100.14%,285.9MiB,1GiB,
2025-07-06 02:08:38.3N,100.04%,271.5MiB,1GiB,
2025-07-06 02:08:40.3N,100.37%,274MiB,1GiB,
2025-07-06 02:08:42.3N,99.37%,277.8MiB,1GiB,
2025-07-06 02:08:44.3N,100.01%,279.6MiB,1GiB,
2025-07-06 02:08:46.3N,99.79%,283.7MiB,1GiB,
2025-07-06 02:08:48.3N,100.51%,285.5MiB,1GiB,
2025-07-06 02:08:50.3N,100.00%,275.4MiB,1GiB,
2025-07-06 02:08:52.3N,99.82%,279.5MiB,1GiB,
2025-07-06 02:08:54.3N,99.73%,283.8MiB,1GiB,
2025-07-06 02:08:56.3N,99.67%,285.8MiB,1GiB,
2025-07-06 02:08:58.3N,100.14%,289.8MiB,1GiB,
2025-07-06 02:09:00.3N,100.11%,279.7MiB,1GiB,
2025-07-06 02:09:02.3N,99.84%,281.4MiB,1GiB,
2025-07-06 02:09:04.3N,100.04%,283.6MiB,1GiB,
2025-07-06 02:09:06.3N,97.94%,281.7MiB,1GiB,
2025-07-06 02:09:08.3N,100.32%,285.6MiB,1GiB,
2025-07-06 02:09:10.3N,99.98%,282.4MiB,1GiB,
2025-07-06 02:09:12.3N,100.95%,281.6MiB,1GiB,
2025-07-06 02:09:14.3N,99.90%,283.4MiB,1GiB,
2025-07-06 02:09:16.3N,98.90%,287.6MiB,1GiB,
2025-07-06 02:09:18.3N,98.63%,289.5MiB,1GiB,
2025-07-06 02:09:20.3N,99.78%,285.5MiB,1GiB,
2025-07-06 02:09:22.3N,98.78%,283.8MiB,1GiB,
2025-07-06 02:09:24.3N,99.40%,285.5MiB,1GiB,
2025-07-06 02:09:26.3N,100.11%,293.8MiB,1GiB,
2025-07-06 02:09:28.3N,99.76%,286.6MiB,1GiB,
2025-07-06 02:09:30.3N,99.91%,276.6MiB,1GiB,
2025-07-06 02:09:32.3N,99.48%,276.9MiB,1GiB,
2025-07-06 02:09:34.3N,99.21%,283MiB,1GiB,
2025-07-06 02:09:36.3N,99.70%,282.9MiB,1GiB,
2025-07-06 02:09:38.3N,100.18%,286.9MiB,1GiB,
2025-07-06 02:09:40.3N,100.69%,288.9MiB,1GiB,
2025-07-06 02:09:42.3N,100.03%,294.8MiB,1GiB,
2025-07-06 02:09:44.3N,98.19%,295MiB,1GiB,
2025-07-06 02:09:46.3N,99.75%,282.7MiB,1GiB,
2025-07-06 02:09:48.3N,99.69%,288.7MiB,1GiB,
2025-07-06 02:09:50.3N,100.31%,290.6MiB,1GiB,
2025-07-06 02:09:52.3N,100.61%,295MiB,1GiB,
2025-07-06 02:09:54.3N,98.24%,296.8MiB,1GiB,
2025-07-06 02:09:56.3N,99.92%,300.8MiB,1GiB,
2025-07-06 02:09:58.3N,100.28%,300.8MiB,1GiB,
2025-07-06 02:10:00.3N,99.93%,284.5MiB,1GiB,
2025-07-06 02:10:02.3N,100.38%,290.9MiB,1GiB,
2025-07-06 02:10:04.3N,100.34%,294.8MiB,1GiB,
2025-07-06 02:10:06.3N,99.95%,294.9MiB,1GiB,
2025-07-06 02:10:08.3N,100.39%,300.7MiB,1GiB,
2025-07-06 02:10:10.3N,99.37%,300.8MiB,1GiB,
2025-07-06 02:10:12.3N,98.42%,304.6MiB,1GiB,
2025-07-06 02:10:14.3N,101.00%,289MiB,1GiB,
2025-07-06 02:10:16.3N,99.23%,286.8MiB,1GiB,
2025-07-06 02:10:18.3N,98.78%,286.9MiB,1GiB,
2025-07-06 02:10:20.3N,99.43%,288.9MiB,1GiB,
2025-07-06 02:10:22.3N,100.19%,293MiB,1GiB,
2025-07-06 02:10:24.3N,98.98%,294.9MiB,1GiB,
2025-07-06 02:10:26.3N,101.29%,299.2MiB,1GiB,
2025-07-06 02:10:28.3N,99.94%,298.5MiB,1GiB,
2025-07-06 02:10:30.3N,100.23%,301MiB,1GiB,
2025-07-06 02:10:32.3N,100.13%,290.9MiB,1GiB,
2025-07-06 02:10:34.3N,100.84%,292.9MiB,1GiB,
2025-07-06 02:10:36.3N,100.74%,294.5MiB,1GiB,
2025-07-06 02:10:38.3N,100.64%,296.5MiB,1GiB,
2025-07-06 02:10:40.3N,100.60%,298.7MiB,1GiB,
2025-07-06 02:10:42.3N,100.44%,300.7MiB,1GiB,
2025-07-06 02:10:44.3N,99.67%,302.8MiB,1GiB,
2025-07-06 02:10:46.3N,102.39%,304.8MiB,1GiB,
2025-07-06 02:10:48.3N,101.66%,309.3MiB,1GiB,
2025-07-06 02:10:50.3N,97.82%,293.1MiB,1GiB,
2025-07-06 02:10:52.3N,100.81%,296.9MiB,1GiB,
2025-07-06 02:10:54.3N,101.07%,296.6MiB,1GiB,
2025-07-06 02:10:56.3N,100.23%,298.7MiB,1GiB,
2025-07-06 02:10:58.3N,100.68%,304.8MiB,1GiB,
2025-07-06 02:11:00.3N,100.21%,304.7MiB,1GiB,
2025-07-06 02:11:02.3N,100.07%,307MiB,1GiB,
2025-07-06 02:11:04.3N,100.13%,308.8MiB,1GiB,
2025-07-06 02:11:06.3N,100.14%,312.9MiB,1GiB,
2025-07-06 02:11:08.3N,99.69%,299.1MiB,1GiB,
2025-07-06 02:11:10.3N,101.11%,302.7MiB,1GiB,
2025-07-06 02:11:12.3N,99.86%,305MiB,1GiB,
