Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-05 21:37:12.3N,98.73%,189.5MiB,1GiB,
2025-07-05 21:37:14.3N,100.45%,191.4MiB,1GiB,
2025-07-05 21:37:16.3N,99.02%,191.5MiB,1GiB,
2025-07-05 21:37:18.3N,100.10%,191.5MiB,1GiB,
2025-07-05 21:37:20.3N,100.02%,190MiB,1GiB,
2025-07-05 21:37:22.3N,99.40%,189.3MiB,1GiB,
2025-07-05 21:37:24.3N,100.06%,191.5MiB,1GiB,
2025-07-05 21:37:26.3N,100.19%,192.2MiB,1GiB,
2025-07-05 21:37:28.3N,98.88%,191.4MiB,1GiB,
2025-07-05 21:37:30.3N,100.22%,193.4MiB,1GiB,
2025-07-05 21:37:32.3N,99.97%,193.4MiB,1GiB,
2025-07-05 21:37:34.3N,99.14%,195.2MiB,1GiB,
2025-07-05 21:37:36.3N,99.65%,193.3MiB,1GiB,
2025-07-05 21:37:38.3N,99.56%,193.4MiB,1GiB,
2025-07-05 21:37:40.3N,98.93%,197.2MiB,1GiB,
2025-07-05 21:37:43.3N,98.95%,197.1MiB,1GiB,
2025-07-05 21:37:45.3N,99.82%,199MiB,1GiB,
2025-07-05 21:37:47.3N,100.01%,197.3MiB,1GiB,
2025-07-05 21:37:49.3N,100.33%,197.4MiB,1GiB,
2025-07-05 21:37:51.3N,98.71%,197.5MiB,1GiB,
2025-07-05 21:37:53.3N,99.61%,197.5MiB,1GiB,
2025-07-05 21:37:55.3N,100.07%,195.3MiB,1GiB,
2025-07-05 21:37:57.3N,99.72%,195.4MiB,1GiB,
2025-07-05 21:37:59.3N,100.21%,196.3MiB,1GiB,
2025-07-05 21:38:01.3N,99.75%,198.1MiB,1GiB,
2025-07-05 21:38:03.3N,98.67%,196.4MiB,1GiB,
2025-07-05 21:38:05.3N,99.72%,198.4MiB,1GiB,
2025-07-05 21:38:07.3N,99.82%,198.4MiB,1GiB,
2025-07-05 21:38:09.3N,99.88%,196.1MiB,1GiB,
2025-07-05 21:38:11.3N,99.16%,198.2MiB,1GiB,
2025-07-05 21:38:13.3N,99.30%,197MiB,1GiB,
2025-07-05 21:38:15.3N,100.09%,198.9MiB,1GiB,
2025-07-05 21:38:17.3N,100.09%,197.4MiB,1GiB,
2025-07-05 21:38:19.3N,99.61%,199.7MiB,1GiB,
2025-07-05 21:38:21.3N,99.85%,196.2MiB,1GiB,
2025-07-05 21:38:23.3N,99.85%,199.4MiB,1GiB,
2025-07-05 21:38:25.3N,99.03%,199.4MiB,1GiB,
2025-07-05 21:38:27.3N,99.61%,199.4MiB,1GiB,
2025-07-05 21:38:29.3N,99.96%,201.2MiB,1GiB,
2025-07-05 21:38:31.3N,99.70%,205.6MiB,1GiB,
2025-07-05 21:38:33.3N,100.12%,203.5MiB,1GiB,
2025-07-05 21:38:35.3N,99.75%,204.8MiB,1GiB,
2025-07-05 21:38:37.3N,100.01%,202.8MiB,1GiB,
2025-07-05 21:38:39.3N,99.86%,202.8MiB,1GiB,
2025-07-05 21:38:41.3N,99.60%,205MiB,1GiB,
2025-07-05 21:38:43.3N,100.12%,204.8MiB,1GiB,
2025-07-05 21:38:45.3N,99.93%,205MiB,1GiB,
2025-07-05 21:38:47.3N,100.59%,206.9MiB,1GiB,
2025-07-05 21:38:49.3N,99.84%,203.2MiB,1GiB,
2025-07-05 21:38:51.3N,99.98%,207.2MiB,1GiB,
2025-07-05 21:38:53.3N,100.17%,206.2MiB,1GiB,
2025-07-05 21:38:55.3N,100.11%,208MiB,1GiB,
2025-07-05 21:38:57.3N,99.89%,207.9MiB,1GiB,
2025-07-05 21:38:59.3N,99.96%,205.9MiB,1GiB,
2025-07-05 21:39:01.3N,100.10%,210.7MiB,1GiB,
2025-07-05 21:39:03.3N,99.84%,202.3MiB,1GiB,
2025-07-05 21:39:05.3N,99.66%,206.2MiB,1GiB,
2025-07-05 21:39:07.3N,99.79%,203.1MiB,1GiB,
2025-07-05 21:39:09.3N,99.17%,202.8MiB,1GiB,
2025-07-05 21:39:11.3N,100.30%,202.8MiB,1GiB,
2025-07-05 21:39:13.3N,99.94%,205.3MiB,1GiB,
2025-07-05 21:39:15.3N,100.23%,205.5MiB,1GiB,
2025-07-05 21:39:17.3N,99.93%,207.7MiB,1GiB,
2025-07-05 21:39:19.3N,99.78%,207.6MiB,1GiB,
2025-07-05 21:39:21.3N,100.12%,213.5MiB,1GiB,
2025-07-05 21:39:23.3N,99.67%,203.5MiB,1GiB,
2025-07-05 21:39:25.3N,99.59%,205.6MiB,1GiB,
2025-07-05 21:39:27.3N,99.85%,203.6MiB,1GiB,
2025-07-05 21:39:29.3N,99.85%,206.4MiB,1GiB,
2025-07-05 21:39:31.3N,100.08%,206.5MiB,1GiB,
2025-07-05 21:39:33.3N,100.35%,204.2MiB,1GiB,
2025-07-05 21:39:35.3N,100.48%,203.3MiB,1GiB,
2025-07-05 21:39:37.3N,100.25%,201.3MiB,1GiB,
2025-07-05 21:39:39.3N,99.70%,201.3MiB,1GiB,
2025-07-05 21:39:41.3N,100.00%,204MiB,1GiB,
2025-07-05 21:39:43.3N,100.24%,209.1MiB,1GiB,
2025-07-05 21:39:45.3N,100.11%,213.5MiB,1GiB,
2025-07-05 21:39:47.3N,99.40%,213.5MiB,1GiB,
2025-07-05 21:39:49.3N,100.02%,211.2MiB,1GiB,
2025-07-05 21:39:51.3N,99.86%,213.1MiB,1GiB,
2025-07-05 21:39:53.3N,100.32%,213.3MiB,1GiB,
2025-07-05 21:39:55.3N,99.85%,215.3MiB,1GiB,
2025-07-05 21:39:57.3N,100.16%,219.2MiB,1GiB,
2025-07-05 21:39:59.3N,100.07%,213MiB,1GiB,
2025-07-05 21:40:01.3N,100.23%,211MiB,1GiB,
2025-07-05 21:40:03.3N,99.96%,209MiB,1GiB,
2025-07-05 21:40:05.3N,100.25%,213MiB,1GiB,
2025-07-05 21:40:07.3N,99.87%,213MiB,1GiB,
2025-07-05 21:40:09.3N,99.94%,213.1MiB,1GiB,
2025-07-05 21:40:11.3N,100.16%,213.2MiB,1GiB,
2025-07-05 21:40:13.3N,99.84%,215MiB,1GiB,
2025-07-05 21:40:15.3N,99.43%,215.2MiB,1GiB,
2025-07-05 21:40:17.3N,99.91%,215MiB,1GiB,
2025-07-05 21:40:19.3N,99.48%,217MiB,1GiB,
2025-07-05 21:40:21.3N,100.14%,215.1MiB,1GiB,
2025-07-05 21:40:23.3N,99.82%,215MiB,1GiB,
2025-07-05 21:40:25.3N,100.22%,215MiB,1GiB,
2025-07-05 21:40:27.3N,99.87%,217MiB,1GiB,
2025-07-05 21:40:29.3N,99.82%,217.4MiB,1GiB,
2025-07-05 21:40:31.3N,99.58%,219.6MiB,1GiB,
2025-07-05 21:40:33.3N,100.17%,215.4MiB,1GiB,
2025-07-05 21:40:35.3N,99.52%,221.6MiB,1GiB,
2025-07-05 21:40:37.3N,100.00%,217.4MiB,1GiB,
2025-07-05 21:40:39.3N,99.90%,219.5MiB,1GiB,
2025-07-05 21:40:41.3N,100.01%,221.6MiB,1GiB,
2025-07-05 21:40:43.3N,99.94%,221.5MiB,1GiB,
2025-07-05 21:40:45.3N,99.70%,221.5MiB,1GiB,
2025-07-05 21:40:47.3N,100.08%,221.4MiB,1GiB,
2025-07-05 21:40:49.3N,100.22%,223.4MiB,1GiB,
2025-07-05 21:40:51.3N,99.78%,217.4MiB,1GiB,
2025-07-05 21:40:53.3N,100.05%,219.6MiB,1GiB,
2025-07-05 21:40:55.3N,100.30%,219.6MiB,1GiB,
2025-07-05 21:40:57.3N,100.03%,221.5MiB,1GiB,
2025-07-05 21:40:59.3N,100.00%,221.4MiB,1GiB,
2025-07-05 21:41:01.3N,99.75%,221.6MiB,1GiB,
2025-07-05 21:41:03.3N,100.12%,223.6MiB,1GiB,
2025-07-05 21:41:05.3N,99.82%,223.8MiB,1GiB,
2025-07-05 21:41:07.3N,99.89%,219.8MiB,1GiB,
2025-07-05 21:41:09.3N,99.92%,221.8MiB,1GiB,
2025-07-05 21:41:11.3N,100.13%,220.6MiB,1GiB,
2025-07-05 21:41:13.3N,100.57%,225.9MiB,1GiB,
2025-07-05 21:41:15.3N,100.05%,223.6MiB,1GiB,
2025-07-05 21:41:17.3N,99.46%,225.8MiB,1GiB,
2025-07-05 21:41:19.3N,99.92%,227.6MiB,1GiB,
2025-07-05 21:41:21.3N,100.13%,227.5MiB,1GiB,
2025-07-05 21:41:23.3N,99.95%,279.8MiB,1GiB,
2025-07-05 21:41:25.3N,99.92%,227.7MiB,1GiB,
2025-07-05 21:41:27.3N,99.83%,229.9MiB,1GiB,
2025-07-05 21:41:29.3N,100.20%,231.8MiB,1GiB,
2025-07-05 21:41:31.3N,100.24%,233.8MiB,1GiB,
2025-07-05 21:41:33.3N,100.01%,233.4MiB,1GiB,
2025-07-05 21:41:35.3N,99.98%,227.6MiB,1GiB,
2025-07-05 21:41:37.3N,99.86%,229.8MiB,1GiB,
2025-07-05 21:41:39.3N,100.31%,233.9MiB,1GiB,
2025-07-05 21:41:41.3N,99.04%,235.5MiB,1GiB,
2025-07-05 21:41:43.3N,100.10%,235.5MiB,1GiB,
2025-07-05 21:41:45.3N,100.13%,231.8MiB,1GiB,
2025-07-05 21:41:47.3N,99.78%,233.9MiB,1GiB,
2025-07-05 21:41:49.3N,100.06%,235.7MiB,1GiB,
2025-07-05 21:41:51.3N,100.30%,235.8MiB,1GiB,
2025-07-05 21:41:53.3N,99.98%,235.8MiB,1GiB,
2025-07-05 21:41:55.3N,100.02%,231.4MiB,1GiB,
2025-07-05 21:41:57.3N,100.34%,231.8MiB,1GiB,
2025-07-05 21:41:59.3N,100.61%,233.4MiB,1GiB,
2025-07-05 21:42:01.3N,100.28%,235.9MiB,1GiB,
2025-07-05 21:42:03.3N,100.51%,238.4MiB,1GiB,
2025-07-05 21:42:05.3N,100.33%,229.6MiB,1GiB,
2025-07-05 21:42:07.3N,100.10%,231.5MiB,1GiB,
2025-07-05 21:42:09.3N,99.92%,233.4MiB,1GiB,
2025-07-05 21:42:11.3N,99.97%,235.9MiB,1GiB,
2025-07-05 21:42:13.3N,100.04%,234.1MiB,1GiB,
2025-07-05 21:42:15.3N,100.01%,229.4MiB,1GiB,
2025-07-05 21:42:17.3N,99.97%,231.4MiB,1GiB,
2025-07-05 21:42:19.3N,100.00%,233.7MiB,1GiB,
2025-07-05 21:42:21.3N,100.22%,237.8MiB,1GiB,
2025-07-05 21:42:23.3N,99.92%,238.1MiB,1GiB,
2025-07-05 21:42:25.3N,99.67%,231.4MiB,1GiB,
2025-07-05 21:42:27.3N,100.05%,235.4MiB,1GiB,
2025-07-05 21:42:29.3N,99.57%,237.8MiB,1GiB,
2025-07-05 21:42:31.3N,100.09%,239.4MiB,1GiB,
2025-07-05 21:42:33.3N,99.87%,237.9MiB,1GiB,
2025-07-05 21:42:35.3N,100.03%,235.2MiB,1GiB,
2025-07-05 21:42:37.3N,99.55%,235MiB,1GiB,
2025-07-05 21:42:39.3N,99.64%,237MiB,1GiB,
2025-07-05 21:42:41.3N,100.06%,239.5MiB,1GiB,
2025-07-05 21:42:43.3N,99.97%,240.5MiB,1GiB,
2025-07-05 21:42:45.3N,100.01%,237.2MiB,1GiB,
2025-07-05 21:42:47.3N,99.81%,239.3MiB,1GiB,
2025-07-05 21:42:49.3N,100.22%,241MiB,1GiB,
2025-07-05 21:42:51.3N,100.10%,241.3MiB,1GiB,
2025-07-05 21:42:53.3N,99.83%,237.1MiB,1GiB,
2025-07-05 21:42:55.3N,100.06%,237MiB,1GiB,
2025-07-05 21:42:57.3N,100.11%,241.3MiB,1GiB,
2025-07-05 21:42:59.3N,99.87%,241MiB,1GiB,
2025-07-05 21:43:01.3N,100.03%,243.8MiB,1GiB,
2025-07-05 21:43:03.3N,100.01%,237.1MiB,1GiB,
2025-07-05 21:43:05.3N,100.34%,241.2MiB,1GiB,
2025-07-05 21:43:07.3N,100.72%,243.2MiB,1GiB,
2025-07-05 21:43:09.3N,99.99%,245.1MiB,1GiB,
2025-07-05 21:43:11.3N,99.92%,240.8MiB,1GiB,
2025-07-05 21:43:13.3N,100.41%,242.2MiB,1GiB,
2025-07-05 21:43:15.3N,99.75%,242MiB,1GiB,
2025-07-05 21:43:17.3N,100.13%,244MiB,1GiB,
2025-07-05 21:43:19.3N,100.29%,244.2MiB,1GiB,
2025-07-05 21:43:21.3N,100.03%,239.1MiB,1GiB,
2025-07-05 21:43:23.3N,100.43%,243.3MiB,1GiB,
2025-07-05 21:43:25.3N,100.05%,245.3MiB,1GiB,
2025-07-05 21:43:27.3N,99.83%,247.3MiB,1GiB,
2025-07-05 21:43:29.3N,99.13%,249.5MiB,1GiB,
2025-07-05 21:43:31.3N,99.85%,249.1MiB,1GiB,
2025-07-05 21:43:33.3N,100.03%,295.2MiB,1GiB,
2025-07-05 21:43:35.3N,100.35%,246.9MiB,1GiB,
2025-07-05 21:43:37.3N,99.96%,251MiB,1GiB,
2025-07-05 21:43:39.3N,99.92%,253.1MiB,1GiB,
2025-07-05 21:43:41.3N,100.37%,255.1MiB,1GiB,
2025-07-05 21:43:43.3N,99.81%,256.9MiB,1GiB,
2025-07-05 21:43:45.3N,100.23%,257.1MiB,1GiB,
2025-07-05 21:43:47.3N,99.71%,246.8MiB,1GiB,
2025-07-05 21:43:49.3N,99.99%,251.1MiB,1GiB,
2025-07-05 21:43:51.3N,99.28%,251.2MiB,1GiB,
2025-07-05 21:43:53.3N,99.51%,253.2MiB,1GiB,
2025-07-05 21:43:55.3N,99.54%,253.2MiB,1GiB,
2025-07-05 21:43:57.3N,99.85%,253.7MiB,1GiB,
2025-07-05 21:44:00.3N,98.67%,251MiB,1GiB,
2025-07-05 21:44:02.3N,99.89%,255.1MiB,1GiB,
2025-07-05 21:44:04.3N,99.88%,255.2MiB,1GiB,
2025-07-05 21:44:06.3N,99.67%,257.3MiB,1GiB,
2025-07-05 21:44:08.3N,100.15%,261MiB,1GiB,
2025-07-05 21:44:10.3N,100.27%,260.8MiB,1GiB,
2025-07-05 21:44:12.3N,100.03%,250.9MiB,1GiB,
2025-07-05 21:44:14.3N,98.90%,253.1MiB,1GiB,
2025-07-05 21:44:16.3N,99.96%,257.3MiB,1GiB,
2025-07-05 21:44:18.3N,99.58%,259MiB,1GiB,
2025-07-05 21:44:20.3N,99.21%,261MiB,1GiB,
2025-07-05 21:44:22.3N,99.45%,262.1MiB,1GiB,
2025-07-05 21:44:24.3N,98.71%,255MiB,1GiB,
2025-07-05 21:44:26.3N,99.59%,259.1MiB,1GiB,
2025-07-05 21:44:28.3N,99.72%,259.2MiB,1GiB,
2025-07-05 21:44:30.3N,100.16%,263.2MiB,1GiB,
2025-07-05 21:44:32.3N,99.95%,265.2MiB,1GiB,
2025-07-05 21:44:34.3N,98.81%,264.3MiB,1GiB,
2025-07-05 21:44:36.3N,99.96%,259MiB,1GiB,
2025-07-05 21:44:38.3N,99.55%,260.7MiB,1GiB,
2025-07-05 21:44:40.3N,99.14%,261MiB,1GiB,
2025-07-05 21:44:42.3N,100.09%,263MiB,1GiB,
2025-07-05 21:44:44.3N,100.07%,265MiB,1GiB,
2025-07-05 21:44:46.3N,99.61%,261MiB,1GiB,
2025-07-05 21:44:48.3N,99.55%,260.8MiB,1GiB,
2025-07-05 21:44:50.3N,98.91%,262.9MiB,1GiB,
2025-07-05 21:44:52.3N,99.22%,267.1MiB,1GiB,
2025-07-05 21:44:54.3N,100.20%,269.1MiB,1GiB,
2025-07-05 21:44:56.3N,99.04%,269.1MiB,1GiB,
2025-07-05 21:44:58.3N,98.97%,263.1MiB,1GiB,
2025-07-05 21:45:00.3N,100.18%,267MiB,1GiB,
2025-07-05 21:45:02.3N,100.10%,267MiB,1GiB,
2025-07-05 21:45:04.3N,99.03%,269.1MiB,1GiB,
2025-07-05 21:45:06.3N,99.57%,273.2MiB,1GiB,
2025-07-05 21:45:08.3N,99.48%,267.2MiB,1GiB,
2025-07-05 21:45:10.3N,100.32%,265MiB,1GiB,
2025-07-05 21:45:12.3N,100.13%,268.8MiB,1GiB,
2025-07-05 21:45:14.3N,100.07%,271MiB,1GiB,
2025-07-05 21:45:16.3N,99.64%,275.3MiB,1GiB,
2025-07-05 21:45:18.3N,99.93%,270.1MiB,1GiB,
2025-07-05 21:45:20.3N,98.60%,265.1MiB,1GiB,
2025-07-05 21:45:22.3N,100.21%,269.1MiB,1GiB,
2025-07-05 21:45:24.3N,100.42%,268.7MiB,1GiB,
2025-07-05 21:45:26.3N,100.06%,273MiB,1GiB,
2025-07-05 21:45:28.3N,99.33%,275.8MiB,1GiB,
2025-07-05 21:45:30.3N,99.77%,269MiB,1GiB,
2025-07-05 21:45:32.3N,100.13%,267.1MiB,1GiB,
2025-07-05 21:45:34.3N,100.18%,269MiB,1GiB,
2025-07-05 21:45:36.3N,99.64%,273.2MiB,1GiB,
2025-07-05 21:45:38.3N,99.37%,272.7MiB,1GiB,
2025-07-05 21:45:40.3N,100.07%,267.1MiB,1GiB,
2025-07-05 21:45:42.3N,99.68%,267.1MiB,1GiB,
2025-07-05 21:45:44.3N,100.12%,269MiB,1GiB,
2025-07-05 21:45:46.3N,100.05%,273.3MiB,1GiB,
2025-07-05 21:45:48.3N,99.89%,275.8MiB,1GiB,
2025-07-05 21:45:50.3N,99.94%,266.9MiB,1GiB,
2025-07-05 21:45:52.3N,99.74%,270.9MiB,1GiB,
2025-07-05 21:45:54.3N,100.06%,272.9MiB,1GiB,
2025-07-05 21:45:56.3N,99.85%,275.1MiB,1GiB,
2025-07-05 21:45:58.3N,100.50%,281MiB,1GiB,
2025-07-05 21:46:00.3N,99.73%,280.9MiB,1GiB,
2025-07-05 21:46:02.3N,100.38%,282.9MiB,1GiB,
2025-07-05 21:46:04.3N,100.00%,272.8MiB,1GiB,
2025-07-05 21:46:06.3N,100.08%,279MiB,1GiB,
2025-07-05 21:46:08.3N,99.35%,278.9MiB,1GiB,
2025-07-05 21:46:10.3N,98.90%,281MiB,1GiB,
2025-07-05 21:46:12.3N,99.55%,284.9MiB,1GiB,
2025-07-05 21:46:14.3N,98.46%,286.9MiB,1GiB,
2025-07-05 21:46:16.3N,100.22%,288.9MiB,1GiB,
2025-07-05 21:46:18.3N,100.40%,276.9MiB,1GiB,
2025-07-05 21:46:20.3N,98.58%,281MiB,1GiB,
2025-07-05 21:46:22.3N,100.24%,283MiB,1GiB,
2025-07-05 21:46:24.3N,100.42%,287MiB,1GiB,
2025-07-05 21:46:26.3N,100.39%,287MiB,1GiB,
2025-07-05 21:46:28.3N,100.43%,290.9MiB,1GiB,
2025-07-05 21:46:30.3N,100.10%,280.6MiB,1GiB,
2025-07-05 21:46:32.3N,100.17%,284.9MiB,1GiB,
2025-07-05 21:46:34.3N,100.16%,286.9MiB,1GiB,
2025-07-05 21:46:36.3N,100.14%,289MiB,1GiB,
2025-07-05 21:46:38.3N,100.00%,294.7MiB,1GiB,
2025-07-05 21:46:40.3N,99.85%,296.9MiB,1GiB,
2025-07-05 21:46:42.3N,99.76%,295.7MiB,1GiB,
2025-07-05 21:46:44.3N,100.11%,286.9MiB,1GiB,
2025-07-05 21:46:46.3N,100.04%,291MiB,1GiB,
2025-07-05 21:46:48.3N,100.02%,292.7MiB,1GiB,
2025-07-05 21:46:50.3N,100.10%,297MiB,1GiB,
2025-07-05 21:46:52.3N,100.07%,300.9MiB,1GiB,
2025-07-05 21:46:54.3N,100.14%,291.2MiB,1GiB,
2025-07-05 21:46:56.3N,99.39%,287.2MiB,1GiB,
2025-07-05 21:46:58.3N,100.04%,292.6MiB,1GiB,
2025-07-05 21:47:00.3N,100.70%,287MiB,1GiB,
2025-07-05 21:47:02.3N,99.86%,286.7MiB,1GiB,
2025-07-05 21:47:04.3N,100.00%,290.9MiB,1GiB,
2025-07-05 21:47:06.3N,100.21%,274.9MiB,1GiB,
2025-07-05 21:47:08.3N,100.31%,280.8MiB,1GiB,
2025-07-05 21:47:10.3N,98.76%,280.8MiB,1GiB,
2025-07-05 21:47:12.3N,100.19%,286.9MiB,1GiB,
2025-07-05 21:47:14.3N,100.14%,289.2MiB,1GiB,
2025-07-05 21:47:16.3N,98.77%,290.9MiB,1GiB,
2025-07-05 21:47:18.3N,99.67%,282.8MiB,1GiB,
2025-07-05 21:47:20.3N,99.15%,284.8MiB,1GiB,
2025-07-05 21:47:22.3N,100.56%,291MiB,1GiB,
2025-07-05 21:47:24.3N,100.39%,294.9MiB,1GiB,
2025-07-05 21:47:26.3N,101.52%,297MiB,1GiB,
2025-07-05 21:47:28.3N,101.63%,298.8MiB,1GiB,
2025-07-05 21:47:30.3N,99.14%,284.6MiB,1GiB,
2025-07-05 21:47:32.3N,99.72%,289MiB,1GiB,
2025-07-05 21:47:34.3N,100.25%,290.9MiB,1GiB,
2025-07-05 21:47:36.3N,100.96%,294.9MiB,1GiB,
2025-07-05 21:47:38.3N,100.01%,294.9MiB,1GiB,
2025-07-05 21:47:40.3N,100.22%,298.8MiB,1GiB,
2025-07-05 21:47:42.3N,100.81%,288.9MiB,1GiB,
2025-07-05 21:47:44.3N,98.29%,290.7MiB,1GiB,
2025-07-05 21:47:46.3N,100.73%,295MiB,1GiB,
2025-07-05 21:47:48.3N,100.65%,296.8MiB,1GiB,
2025-07-05 21:47:50.3N,98.81%,296.6MiB,1GiB,
2025-07-05 21:47:52.3N,103.29%,298.8MiB,1GiB,
2025-07-05 21:47:54.3N,99.37%,284.5MiB,1GiB,
2025-07-05 21:47:56.3N,99.65%,286.6MiB,1GiB,
2025-07-05 21:47:58.3N,100.65%,288.5MiB,1GiB,
2025-07-05 21:48:00.3N,99.31%,292.7MiB,1GiB,
2025-07-05 21:48:02.3N,100.63%,294.7MiB,1GiB,
2025-07-05 21:48:04.3N,100.45%,296.6MiB,1GiB,
2025-07-05 21:48:06.3N,100.47%,300.7MiB,1GiB,
2025-07-05 21:48:08.3N,100.81%,303.1MiB,1GiB,
2025-07-05 21:48:10.3N,101.85%,290.5MiB,1GiB,
2025-07-05 21:48:12.3N,102.75%,292.5MiB,1GiB,
2025-07-05 21:48:14.3N,100.87%,296.6MiB,1GiB,
2025-07-05 21:48:16.3N,100.75%,296.5MiB,1GiB,
2025-07-05 21:48:18.3N,101.36%,298.3MiB,1GiB,
2025-07-05 21:48:20.3N,101.02%,302.9MiB,1GiB,
2025-07-05 21:48:22.3N,99.18%,305MiB,1GiB,
2025-07-05 21:48:24.3N,99.98%,294.8MiB,1GiB,
2025-07-05 21:48:26.3N,100.02%,294.9MiB,1GiB,
2025-07-05 21:48:28.3N,99.98%,296.5MiB,1GiB,
2025-07-05 21:48:30.3N,99.91%,300.5MiB,1GiB,
2025-07-05 21:48:32.3N,100.18%,304.9MiB,1GiB,
2025-07-05 21:48:34.3N,101.24%,305.1MiB,1GiB,
2025-07-05 21:48:36.3N,100.93%,308.8MiB,1GiB,
2025-07-05 21:48:38.3N,101.20%,309MiB,1GiB,
2025-07-05 21:48:40.3N,102.18%,296.5MiB,1GiB,
2025-07-05 21:48:42.3N,98.96%,300.7MiB,1GiB,
2025-07-05 21:48:44.3N,102.11%,305MiB,1GiB,
2025-07-05 21:48:46.3N,100.61%,304.4MiB,1GiB,
2025-07-05 21:48:48.3N,102.18%,308.6MiB,1GiB,
2025-07-05 21:48:50.3N,100.79%,310.4MiB,1GiB,
2025-07-05 21:48:52.3N,98.52%,314.4MiB,1GiB,
2025-07-05 21:48:54.3N,99.52%,316.9MiB,1GiB,
2025-07-05 21:48:56.3N,98.60%,318.7MiB,1GiB,
