Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-05 22:41:02.3N,99.72%,185.1MiB,1GiB,
2025-07-05 22:41:04.3N,100.16%,183MiB,1GiB,
2025-07-05 22:41:06.3N,100.04%,186.8MiB,1GiB,
2025-07-05 22:41:08.3N,99.99%,185.1MiB,1GiB,
2025-07-05 22:41:10.3N,100.01%,185.1MiB,1GiB,
2025-07-05 22:41:12.3N,100.35%,183.1MiB,1GiB,
2025-07-05 22:41:14.3N,99.85%,183.1MiB,1GiB,
2025-07-05 22:41:16.3N,99.55%,183.5MiB,1GiB,
2025-07-05 22:41:18.3N,100.19%,181.9MiB,1GiB,
2025-07-05 22:41:20.3N,99.60%,186.5MiB,1GiB,
2025-07-05 22:41:22.3N,100.07%,184.5MiB,1GiB,
2025-07-05 22:41:24.3N,100.35%,187.7MiB,1GiB,
2025-07-05 22:41:26.3N,100.47%,187.5MiB,1GiB,
2025-07-05 22:41:28.3N,99.96%,189.6MiB,1GiB,
2025-07-05 22:41:30.3N,100.17%,189.6MiB,1GiB,
2025-07-05 22:41:32.3N,99.85%,187.7MiB,1GiB,
2025-07-05 22:41:34.3N,99.62%,189.7MiB,1GiB,
2025-07-05 22:41:36.3N,99.70%,187.5MiB,1GiB,
2025-07-05 22:41:38.3N,99.87%,189.5MiB,1GiB,
2025-07-05 22:41:40.3N,99.81%,189.7MiB,1GiB,
2025-07-05 22:41:42.3N,99.96%,189.5MiB,1GiB,
2025-07-05 22:41:44.3N,100.41%,187.9MiB,1GiB,
2025-07-05 22:41:46.3N,100.07%,189.7MiB,1GiB,
2025-07-05 22:41:48.3N,100.00%,187.7MiB,1GiB,
2025-07-05 22:41:50.3N,99.85%,189.8MiB,1GiB,
2025-07-05 22:41:52.3N,99.99%,192MiB,1GiB,
2025-07-05 22:41:54.3N,99.98%,194.2MiB,1GiB,
2025-07-05 22:41:56.3N,99.65%,190.2MiB,1GiB,
2025-07-05 22:41:58.3N,100.07%,189.6MiB,1GiB,
2025-07-05 22:42:00.3N,100.87%,194.9MiB,1GiB,
2025-07-05 22:42:02.3N,100.18%,196.9MiB,1GiB,
2025-07-05 22:42:04.3N,100.06%,196.7MiB,1GiB,
2025-07-05 22:42:06.3N,99.94%,196.7MiB,1GiB,
2025-07-05 22:42:08.3N,100.22%,196.7MiB,1GiB,
2025-07-05 22:42:10.3N,99.95%,198.6MiB,1GiB,
2025-07-05 22:42:12.3N,99.91%,198.6MiB,1GiB,
2025-07-05 22:42:14.3N,100.24%,196.7MiB,1GiB,
2025-07-05 22:42:16.3N,100.10%,200.3MiB,1GiB,
2025-07-05 22:42:18.3N,99.42%,201.3MiB,1GiB,
2025-07-05 22:42:20.3N,100.20%,199.7MiB,1GiB,
2025-07-05 22:42:22.3N,100.33%,197.5MiB,1GiB,
2025-07-05 22:42:24.3N,100.12%,197.8MiB,1GiB,
2025-07-05 22:42:26.3N,100.51%,197.5MiB,1GiB,
2025-07-05 22:42:28.3N,100.28%,199.8MiB,1GiB,
2025-07-05 22:42:30.3N,100.24%,197.6MiB,1GiB,
2025-07-05 22:42:32.3N,100.03%,201.7MiB,1GiB,
2025-07-05 22:42:34.3N,99.66%,199.6MiB,1GiB,
2025-07-05 22:42:36.3N,100.18%,201.5MiB,1GiB,
2025-07-05 22:42:39.3N,100.22%,199.8MiB,1GiB,
2025-07-05 22:42:41.3N,100.44%,198.8MiB,1GiB,
2025-07-05 22:42:43.3N,99.91%,202.6MiB,1GiB,
2025-07-05 22:42:45.3N,99.61%,200.6MiB,1GiB,
2025-07-05 22:42:47.3N,100.00%,201.2MiB,1GiB,
2025-07-05 22:42:49.3N,100.18%,197.1MiB,1GiB,
2025-07-05 22:42:51.3N,99.52%,200MiB,1GiB,
2025-07-05 22:42:53.3N,99.98%,202MiB,1GiB,
2025-07-05 22:42:55.3N,99.79%,200.6MiB,1GiB,
2025-07-05 22:42:57.3N,99.78%,202.8MiB,1GiB,
2025-07-05 22:42:59.3N,100.25%,203MiB,1GiB,
2025-07-05 22:43:01.3N,100.43%,206.8MiB,1GiB,
2025-07-05 22:43:03.3N,100.17%,204.9MiB,1GiB,
2025-07-05 22:43:05.3N,100.29%,206.7MiB,1GiB,
2025-07-05 22:43:07.3N,100.01%,206.3MiB,1GiB,
2025-07-05 22:43:09.3N,100.00%,208.4MiB,1GiB,
2025-07-05 22:43:11.3N,100.13%,206.3MiB,1GiB,
2025-07-05 22:43:13.3N,100.28%,208.2MiB,1GiB,
2025-07-05 22:43:15.3N,99.59%,208.2MiB,1GiB,
2025-07-05 22:43:17.3N,100.09%,210.2MiB,1GiB,
2025-07-05 22:43:19.3N,99.92%,208.4MiB,1GiB,
2025-07-05 22:43:21.3N,100.16%,207.3MiB,1GiB,
2025-07-05 22:43:23.3N,99.81%,209.1MiB,1GiB,
2025-07-05 22:43:25.3N,100.04%,207.2MiB,1GiB,
2025-07-05 22:43:27.3N,99.85%,211.2MiB,1GiB,
2025-07-05 22:43:29.3N,99.92%,209.3MiB,1GiB,
2025-07-05 22:43:31.3N,100.27%,211.2MiB,1GiB,
2025-07-05 22:43:33.3N,99.95%,211.4MiB,1GiB,
2025-07-05 22:43:35.3N,99.70%,209.4MiB,1GiB,
2025-07-05 22:43:37.3N,99.72%,211.1MiB,1GiB,
2025-07-05 22:43:39.3N,99.73%,208.4MiB,1GiB,
2025-07-05 22:43:41.3N,99.70%,208.7MiB,1GiB,
2025-07-05 22:43:43.3N,100.02%,210.6MiB,1GiB,
2025-07-05 22:43:45.3N,101.87%,208.6MiB,1GiB,
2025-07-05 22:43:47.3N,100.00%,214.6MiB,1GiB,
2025-07-05 22:43:49.3N,99.72%,212.5MiB,1GiB,
2025-07-05 22:43:51.3N,100.29%,210.5MiB,1GiB,
2025-07-05 22:43:53.3N,100.20%,210.5MiB,1GiB,
2025-07-05 22:43:55.3N,100.27%,210.6MiB,1GiB,
2025-07-05 22:43:57.3N,100.20%,210.7MiB,1GiB,
2025-07-05 22:43:59.3N,99.83%,210.7MiB,1GiB,
2025-07-05 22:44:01.3N,99.80%,213.5MiB,1GiB,
2025-07-05 22:44:03.3N,100.19%,211.7MiB,1GiB,
2025-07-05 22:44:05.3N,99.80%,211.3MiB,1GiB,
2025-07-05 22:44:07.3N,99.89%,208.7MiB,1GiB,
2025-07-05 22:44:09.3N,99.86%,208.6MiB,1GiB,
2025-07-05 22:44:11.3N,100.03%,212.8MiB,1GiB,
2025-07-05 22:44:13.3N,99.95%,213.2MiB,1GiB,
2025-07-05 22:44:15.3N,100.21%,209.8MiB,1GiB,
2025-07-05 22:44:17.3N,99.84%,213.7MiB,1GiB,
2025-07-05 22:44:19.3N,100.09%,215.8MiB,1GiB,
2025-07-05 22:44:21.3N,100.08%,213.8MiB,1GiB,
2025-07-05 22:44:23.3N,99.54%,217.7MiB,1GiB,
2025-07-05 22:44:25.3N,100.09%,215.6MiB,1GiB,
2025-07-05 22:44:27.3N,100.01%,213.5MiB,1GiB,
2025-07-05 22:44:29.3N,100.11%,213.5MiB,1GiB,
2025-07-05 22:44:31.3N,100.09%,214MiB,1GiB,
2025-07-05 22:44:33.3N,99.56%,213.8MiB,1GiB,
2025-07-05 22:44:35.3N,100.07%,215.9MiB,1GiB,
2025-07-05 22:44:37.3N,100.02%,216MiB,1GiB,
2025-07-05 22:44:39.3N,100.10%,215.9MiB,1GiB,
2025-07-05 22:44:41.3N,100.02%,217.8MiB,1GiB,
2025-07-05 22:44:43.3N,99.96%,216MiB,1GiB,
2025-07-05 22:44:45.3N,99.84%,220MiB,1GiB,
2025-07-05 22:44:47.3N,100.03%,217.9MiB,1GiB,
2025-07-05 22:44:49.3N,99.79%,217.8MiB,1GiB,
2025-07-05 22:44:51.3N,100.04%,217.8MiB,1GiB,
2025-07-05 22:44:53.3N,99.92%,217.9MiB,1GiB,
2025-07-05 22:44:55.3N,100.52%,219.9MiB,1GiB,
2025-07-05 22:44:57.3N,100.12%,217.8MiB,1GiB,
2025-07-05 22:44:59.3N,99.36%,218MiB,1GiB,
2025-07-05 22:45:01.3N,99.93%,220MiB,1GiB,
2025-07-05 22:45:03.3N,99.72%,218MiB,1GiB,
2025-07-05 22:45:05.3N,100.03%,217.8MiB,1GiB,
2025-07-05 22:45:07.3N,99.94%,223.8MiB,1GiB,
2025-07-05 22:45:09.3N,100.13%,221.5MiB,1GiB,
2025-07-05 22:45:11.3N,99.83%,223.5MiB,1GiB,
2025-07-05 22:45:13.3N,100.45%,223.6MiB,1GiB,
2025-07-05 22:45:15.3N,100.14%,223.5MiB,1GiB,
2025-07-05 22:45:17.3N,99.87%,223.6MiB,1GiB,
2025-07-05 22:45:19.3N,100.51%,225.7MiB,1GiB,
2025-07-05 22:45:21.3N,100.25%,223.6MiB,1GiB,
2025-07-05 22:45:23.3N,99.82%,225.9MiB,1GiB,
2025-07-05 22:45:25.3N,99.96%,224MiB,1GiB,
2025-07-05 22:45:27.3N,100.40%,224MiB,1GiB,
2025-07-05 22:45:29.3N,100.59%,226MiB,1GiB,
2025-07-05 22:45:31.3N,99.99%,227.8MiB,1GiB,
2025-07-05 22:45:33.3N,99.93%,230MiB,1GiB,
2025-07-05 22:45:35.3N,100.33%,227.9MiB,1GiB,
2025-07-05 22:45:37.3N,100.14%,230.2MiB,1GiB,
2025-07-05 22:45:39.3N,100.06%,228MiB,1GiB,
2025-07-05 22:45:41.3N,100.02%,228.3MiB,1GiB,
2025-07-05 22:45:43.3N,99.94%,228MiB,1GiB,
2025-07-05 22:45:45.3N,100.12%,226MiB,1GiB,
2025-07-05 22:45:47.3N,99.95%,226.1MiB,1GiB,
2025-07-05 22:45:49.3N,100.05%,228MiB,1GiB,
2025-07-05 22:45:51.3N,100.29%,230.2MiB,1GiB,
2025-07-05 22:45:53.3N,100.47%,230.1MiB,1GiB,
2025-07-05 22:45:55.3N,100.00%,229.9MiB,1GiB,
2025-07-05 22:45:57.3N,100.52%,232.2MiB,1GiB,
2025-07-05 22:45:59.3N,99.89%,232MiB,1GiB,
2025-07-05 22:46:01.3N,99.83%,230.1MiB,1GiB,
2025-07-05 22:46:03.3N,100.42%,234.3MiB,1GiB,
2025-07-05 22:46:05.3N,100.16%,228.1MiB,1GiB,
2025-07-05 22:46:07.3N,99.69%,230.3MiB,1GiB,
2025-07-05 22:46:09.3N,99.80%,230.2MiB,1GiB,
2025-07-05 22:46:11.3N,99.83%,232.1MiB,1GiB,
2025-07-05 22:46:13.3N,100.00%,236.2MiB,1GiB,
2025-07-05 22:46:15.3N,100.12%,230.1MiB,1GiB,
2025-07-05 22:46:17.3N,100.07%,232.2MiB,1GiB,
2025-07-05 22:46:19.3N,100.06%,232.1MiB,1GiB,
2025-07-05 22:46:21.3N,100.15%,234.1MiB,1GiB,
2025-07-05 22:46:23.3N,99.95%,236.1MiB,1GiB,
2025-07-05 22:46:25.3N,99.69%,232.2MiB,1GiB,
2025-07-05 22:46:27.3N,99.82%,232.3MiB,1GiB,
2025-07-05 22:46:29.3N,99.66%,234MiB,1GiB,
2025-07-05 22:46:31.3N,99.74%,236.1MiB,1GiB,
2025-07-05 22:46:33.3N,99.93%,236.3MiB,1GiB,
2025-07-05 22:46:35.3N,99.96%,232.1MiB,1GiB,
2025-07-05 22:46:37.3N,99.94%,234.1MiB,1GiB,
2025-07-05 22:46:39.3N,100.20%,236.3MiB,1GiB,
2025-07-05 22:46:41.3N,100.62%,236.4MiB,1GiB,
2025-07-05 22:46:43.3N,100.02%,238.1MiB,1GiB,
2025-07-05 22:46:45.3N,99.79%,233.9MiB,1GiB,
2025-07-05 22:46:47.3N,100.11%,237.9MiB,1GiB,
2025-07-05 22:46:49.3N,100.08%,238.3MiB,1GiB,
2025-07-05 22:46:51.3N,99.87%,240.1MiB,1GiB,
2025-07-05 22:46:53.3N,100.36%,242.2MiB,1GiB,
2025-07-05 22:46:55.3N,100.12%,237.7MiB,1GiB,
2025-07-05 22:46:57.3N,99.74%,239.8MiB,1GiB,
2025-07-05 22:46:59.3N,100.34%,239.6MiB,1GiB,
2025-07-05 22:47:01.3N,99.90%,242MiB,1GiB,
2025-07-05 22:47:03.3N,99.84%,240.5MiB,1GiB,
2025-07-05 22:47:05.3N,99.92%,237.8MiB,1GiB,
2025-07-05 22:47:07.3N,100.16%,235.8MiB,1GiB,
2025-07-05 22:47:09.3N,100.22%,237.8MiB,1GiB,
2025-07-05 22:47:11.3N,100.30%,241.6MiB,1GiB,
2025-07-05 22:47:13.3N,100.33%,237.6MiB,1GiB,
2025-07-05 22:47:15.3N,99.02%,235.8MiB,1GiB,
2025-07-05 22:47:17.3N,100.08%,237.6MiB,1GiB,
2025-07-05 22:47:19.3N,100.44%,237.3MiB,1GiB,
2025-07-05 22:47:21.3N,100.13%,239.6MiB,1GiB,
2025-07-05 22:47:23.3N,99.93%,235.5MiB,1GiB,
2025-07-05 22:47:25.3N,99.82%,237.6MiB,1GiB,
2025-07-05 22:47:27.3N,100.12%,239.8MiB,1GiB,
2025-07-05 22:47:29.3N,99.84%,243.5MiB,1GiB,
2025-07-05 22:47:31.3N,99.69%,244.2MiB,1GiB,
2025-07-05 22:47:33.3N,100.27%,237.5MiB,1GiB,
2025-07-05 22:47:35.3N,100.32%,241.8MiB,1GiB,
2025-07-05 22:47:37.3N,99.97%,243.5MiB,1GiB,
2025-07-05 22:47:39.3N,99.69%,243.6MiB,1GiB,
2025-07-05 22:47:41.3N,99.77%,238.1MiB,1GiB,
2025-07-05 22:47:43.3N,99.85%,242.2MiB,1GiB,
2025-07-05 22:47:45.3N,99.70%,242.3MiB,1GiB,
2025-07-05 22:47:47.3N,100.08%,244.3MiB,1GiB,
2025-07-05 22:47:49.3N,100.39%,245.1MiB,1GiB,
2025-07-05 22:47:51.3N,100.05%,241.5MiB,1GiB,
2025-07-05 22:47:53.3N,100.35%,245.4MiB,1GiB,
2025-07-05 22:47:55.3N,100.34%,247.4MiB,1GiB,
2025-07-05 22:47:57.3N,100.27%,249.6MiB,1GiB,
2025-07-05 22:47:59.3N,99.67%,251.8MiB,1GiB,
2025-07-05 22:48:01.3N,100.21%,250.4MiB,1GiB,
2025-07-05 22:48:03.3N,100.39%,247.4MiB,1GiB,
2025-07-05 22:48:05.3N,99.80%,247.8MiB,1GiB,
2025-07-05 22:48:07.3N,100.30%,249.7MiB,1GiB,
2025-07-05 22:48:09.3N,99.86%,255.6MiB,1GiB,
2025-07-05 22:48:11.3N,100.23%,257.7MiB,1GiB,
2025-07-05 22:48:13.3N,100.12%,255.4MiB,1GiB,
2025-07-05 22:48:15.3N,100.29%,247.4MiB,1GiB,
2025-07-05 22:48:17.3N,100.04%,247.6MiB,1GiB,
2025-07-05 22:48:19.3N,100.07%,249.4MiB,1GiB,
2025-07-05 22:48:21.3N,100.22%,251.8MiB,1GiB,
2025-07-05 22:48:23.3N,100.24%,255.6MiB,1GiB,
2025-07-05 22:48:25.3N,100.15%,256.1MiB,1GiB,
2025-07-05 22:48:27.3N,99.89%,251.9MiB,1GiB,
2025-07-05 22:48:29.3N,99.82%,253.5MiB,1GiB,
2025-07-05 22:48:31.3N,100.04%,255.7MiB,1GiB,
2025-07-05 22:48:33.3N,99.96%,257.4MiB,1GiB,
2025-07-05 22:48:35.3N,99.81%,259.5MiB,1GiB,
2025-07-05 22:48:37.3N,100.43%,263.9MiB,1GiB,
2025-07-05 22:48:39.3N,99.93%,251.6MiB,1GiB,
2025-07-05 22:48:41.3N,99.89%,253.9MiB,1GiB,
2025-07-05 22:48:43.3N,100.13%,257.6MiB,1GiB,
2025-07-05 22:48:45.3N,100.13%,259.6MiB,1GiB,
2025-07-05 22:48:47.3N,100.08%,261.8MiB,1GiB,
2025-07-05 22:48:49.3N,99.83%,264.2MiB,1GiB,
2025-07-05 22:48:51.3N,100.04%,255.7MiB,1GiB,
2025-07-05 22:48:53.3N,100.51%,261.6MiB,1GiB,
2025-07-05 22:48:55.3N,99.92%,261.7MiB,1GiB,
2025-07-05 22:48:57.3N,100.56%,265.9MiB,1GiB,
2025-07-05 22:48:59.3N,99.29%,267.7MiB,1GiB,
2025-07-05 22:49:01.3N,100.24%,266.4MiB,1GiB,
2025-07-05 22:49:03.3N,100.82%,257.4MiB,1GiB,
2025-07-05 22:49:05.3N,99.78%,261.5MiB,1GiB,
2025-07-05 22:49:07.3N,99.78%,263.5MiB,1GiB,
2025-07-05 22:49:09.3N,100.16%,265.6MiB,1GiB,
2025-07-05 22:49:11.3N,100.01%,267.4MiB,1GiB,
2025-07-05 22:49:13.3N,100.68%,261.6MiB,1GiB,
2025-07-05 22:49:15.3N,99.74%,261.6MiB,1GiB,
2025-07-05 22:49:17.3N,100.29%,263.4MiB,1GiB,
2025-07-05 22:49:19.3N,99.77%,267.4MiB,1GiB,
2025-07-05 22:49:22.3N,99.73%,271.5MiB,1GiB,
2025-07-05 22:49:24.3N,100.41%,269.4MiB,1GiB,
2025-07-05 22:49:26.3N,100.12%,263.6MiB,1GiB,
2025-07-05 22:49:28.3N,99.94%,265.4MiB,1GiB,
2025-07-05 22:49:30.3N,99.86%,269.5MiB,1GiB,
2025-07-05 22:49:32.3N,99.93%,271.5MiB,1GiB,
2025-07-05 22:49:34.3N,100.40%,271.4MiB,1GiB,
2025-07-05 22:49:36.3N,100.11%,263.5MiB,1GiB,
2025-07-05 22:49:38.3N,100.17%,267.4MiB,1GiB,
2025-07-05 22:49:40.3N,99.97%,269.4MiB,1GiB,
2025-07-05 22:49:42.3N,99.95%,273.4MiB,1GiB,
2025-07-05 22:49:44.3N,100.05%,275.3MiB,1GiB,
2025-07-05 22:49:46.3N,100.23%,275.1MiB,1GiB,
2025-07-05 22:49:48.3N,100.13%,269.2MiB,1GiB,
2025-07-05 22:49:50.3N,100.16%,271.4MiB,1GiB,
2025-07-05 22:49:52.3N,99.89%,277.4MiB,1GiB,
2025-07-05 22:49:54.3N,100.19%,279.1MiB,1GiB,
2025-07-05 22:49:56.3N,100.19%,278.9MiB,1GiB,
2025-07-05 22:49:58.3N,99.95%,273MiB,1GiB,
2025-07-05 22:50:00.3N,99.61%,277.2MiB,1GiB,
2025-07-05 22:50:02.3N,99.39%,281.4MiB,1GiB,
2025-07-05 22:50:04.3N,100.48%,283.1MiB,1GiB,
2025-07-05 22:50:06.3N,99.45%,283.1MiB,1GiB,
2025-07-05 22:50:08.3N,100.01%,273.2MiB,1GiB,
2025-07-05 22:50:10.3N,100.03%,275.2MiB,1GiB,
2025-07-05 22:50:12.3N,100.01%,275.3MiB,1GiB,
2025-07-05 22:50:14.3N,100.83%,279.1MiB,1GiB,
2025-07-05 22:50:16.3N,99.98%,279.2MiB,1GiB,
2025-07-05 22:50:18.3N,100.28%,281.1MiB,1GiB,
2025-07-05 22:50:20.3N,99.85%,275.1MiB,1GiB,
2025-07-05 22:50:22.3N,100.43%,277.7MiB,1GiB,
2025-07-05 22:50:24.3N,100.32%,279.6MiB,1GiB,
2025-07-05 22:50:26.3N,99.91%,281.8MiB,1GiB,
2025-07-05 22:50:28.3N,99.86%,281.9MiB,1GiB,
2025-07-05 22:50:30.3N,100.02%,283.7MiB,1GiB,
2025-07-05 22:50:32.3N,99.74%,289.7MiB,1GiB,
2025-07-05 22:50:34.3N,99.82%,288.5MiB,1GiB,
2025-07-05 22:50:36.3N,100.10%,275.7MiB,1GiB,
2025-07-05 22:50:38.3N,100.07%,273.7MiB,1GiB,
2025-07-05 22:50:40.3N,99.81%,277.7MiB,1GiB,
2025-07-05 22:50:42.3N,99.86%,277.7MiB,1GiB,
2025-07-05 22:50:44.3N,99.98%,283.5MiB,1GiB,
2025-07-05 22:50:46.3N,100.20%,283.7MiB,1GiB,
2025-07-05 22:50:48.3N,100.01%,285.7MiB,1GiB,
2025-07-05 22:50:50.3N,99.69%,271.4MiB,1GiB,
2025-07-05 22:50:52.3N,100.27%,275.7MiB,1GiB,
2025-07-05 22:50:54.3N,100.40%,277.5MiB,1GiB,
2025-07-05 22:50:56.3N,99.64%,279.5MiB,1GiB,
2025-07-05 22:50:58.3N,99.35%,283.8MiB,1GiB,
2025-07-05 22:51:00.3N,100.51%,285.4MiB,1GiB,
2025-07-05 22:51:02.3N,99.99%,287.7MiB,1GiB,
2025-07-05 22:51:04.3N,99.99%,279.5MiB,1GiB,
2025-07-05 22:51:06.3N,99.81%,281.8MiB,1GiB,
2025-07-05 22:51:08.3N,99.94%,285.6MiB,1GiB,
2025-07-05 22:51:10.3N,99.97%,285.6MiB,1GiB,
2025-07-05 22:51:12.3N,100.02%,289.6MiB,1GiB,
2025-07-05 22:51:14.3N,100.36%,291.5MiB,1GiB,
2025-07-05 22:51:16.3N,100.06%,296.3MiB,1GiB,
2025-07-05 22:51:18.3N,99.74%,283.7MiB,1GiB,
2025-07-05 22:51:20.3N,99.76%,285.7MiB,1GiB,
2025-07-05 22:51:22.3N,99.86%,289.5MiB,1GiB,
2025-07-05 22:51:24.3N,100.13%,291.5MiB,1GiB,
2025-07-05 22:51:26.3N,99.77%,295.8MiB,1GiB,
2025-07-05 22:51:28.3N,100.53%,299.5MiB,1GiB,
2025-07-05 22:51:30.3N,99.66%,285.4MiB,1GiB,
2025-07-05 22:51:32.3N,100.02%,291.5MiB,1GiB,
2025-07-05 22:51:34.3N,100.51%,293.2MiB,1GiB,
2025-07-05 22:51:36.3N,100.83%,289.8MiB,1GiB,
2025-07-05 22:51:38.3N,100.02%,293.2MiB,1GiB,
2025-07-05 22:51:40.3N,100.01%,293.6MiB,1GiB,
2025-07-05 22:51:42.3N,100.32%,283.8MiB,1GiB,
2025-07-05 22:51:44.3N,100.54%,285.3MiB,1GiB,
2025-07-05 22:51:46.3N,100.33%,289.5MiB,1GiB,
2025-07-05 22:51:48.3N,99.88%,291.6MiB,1GiB,
2025-07-05 22:51:50.3N,100.54%,295.7MiB,1GiB,
2025-07-05 22:51:52.3N,100.03%,299.7MiB,1GiB,
2025-07-05 22:51:54.3N,100.08%,287.3MiB,1GiB,
2025-07-05 22:51:56.3N,100.31%,291.5MiB,1GiB,
2025-07-05 22:51:58.3N,99.95%,293.8MiB,1GiB,
2025-07-05 22:52:00.3N,100.46%,299.3MiB,1GiB,
2025-07-05 22:52:02.3N,99.87%,303.6MiB,1GiB,
2025-07-05 22:52:04.3N,100.22%,303.5MiB,1GiB,
2025-07-05 22:52:06.3N,99.94%,293.2MiB,1GiB,
2025-07-05 22:52:08.3N,99.92%,295.7MiB,1GiB,
2025-07-05 22:52:10.3N,100.19%,299.9MiB,1GiB,
2025-07-05 22:52:12.3N,99.88%,299.8MiB,1GiB,
2025-07-05 22:52:14.3N,100.93%,303MiB,1GiB,
2025-07-05 22:52:16.3N,99.86%,305.8MiB,1GiB,
2025-07-05 22:52:18.3N,99.50%,291.1MiB,1GiB,
2025-07-05 22:52:20.3N,100.44%,297.8MiB,1GiB,
2025-07-05 22:52:22.3N,99.94%,297.6MiB,1GiB,
2025-07-05 22:52:24.3N,103.05%,301.6MiB,1GiB,
2025-07-05 22:52:26.3N,99.19%,303.8MiB,1GiB,
2025-07-05 22:52:28.3N,102.01%,307.8MiB,1GiB,
2025-07-05 22:52:30.3N,98.50%,307.6MiB,1GiB,
2025-07-05 22:52:32.3N,102.13%,297.7MiB,1GiB,
2025-07-05 22:52:34.3N,101.41%,299.4MiB,1GiB,
2025-07-05 22:52:36.3N,102.46%,301.9MiB,1GiB,
2025-07-05 22:52:38.3N,100.52%,303.3MiB,1GiB,
2025-07-05 22:52:40.3N,100.23%,305.6MiB,1GiB,
2025-07-05 22:52:42.3N,100.41%,307.6MiB,1GiB,
2025-07-05 22:52:44.3N,100.34%,307.8MiB,1GiB,
2025-07-05 22:52:46.3N,100.28%,297.6MiB,1GiB,
2025-07-05 22:52:48.3N,100.13%,299.8MiB,1GiB,
2025-07-05 22:52:50.3N,100.43%,301.4MiB,1GiB,
2025-07-05 22:52:52.3N,101.22%,303.9MiB,1GiB,
2025-07-05 22:52:54.3N,101.38%,307.6MiB,1GiB,
2025-07-05 22:52:56.3N,100.99%,309.8MiB,1GiB,
2025-07-05 22:52:58.3N,100.82%,313.5MiB,1GiB,
2025-07-05 22:53:00.3N,101.68%,297.3MiB,1GiB,
2025-07-05 22:53:02.3N,99.92%,299.3MiB,1GiB,
2025-07-05 22:53:04.3N,101.31%,305.5MiB,1GiB,
2025-07-05 22:53:06.3N,99.94%,305.7MiB,1GiB,
2025-07-05 22:53:08.3N,101.14%,307.3MiB,1GiB,
2025-07-05 22:53:10.3N,100.71%,311.5MiB,1GiB,
2025-07-05 22:53:12.3N,100.41%,313.6MiB,1GiB,
2025-07-05 22:53:14.3N,98.17%,301.7MiB,1GiB,
2025-07-05 22:53:16.3N,100.38%,303.5MiB,1GiB,
2025-07-05 22:53:18.3N,100.77%,305.8MiB,1GiB,
2025-07-05 22:53:20.3N,100.25%,309.8MiB,1GiB,
2025-07-05 22:53:22.3N,99.73%,313.7MiB,1GiB,
2025-07-05 22:53:24.3N,99.92%,311.5MiB,1GiB,
2025-07-05 22:53:26.3N,100.04%,313.2MiB,1GiB,
2025-07-05 22:53:28.3N,100.48%,313.5MiB,1GiB,
