Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-05 22:08:31.3N,99.67%,185.9MiB,1GiB,
2025-07-05 22:08:33.3N,100.34%,184MiB,1GiB,
2025-07-05 22:08:35.3N,99.99%,184MiB,1GiB,
2025-07-05 22:08:37.3N,99.61%,182MiB,1GiB,
2025-07-05 22:08:39.3N,99.78%,184.3MiB,1GiB,
2025-07-05 22:08:41.3N,98.84%,183.4MiB,1GiB,
2025-07-05 22:08:43.3N,99.89%,188.8MiB,1GiB,
2025-07-05 22:08:45.3N,99.37%,188.6MiB,1GiB,
2025-07-05 22:08:47.3N,99.83%,188.8MiB,1GiB,
2025-07-05 22:08:49.3N,99.93%,188.8MiB,1GiB,
2025-07-05 22:08:51.3N,100.02%,188.9MiB,1GiB,
2025-07-05 22:08:53.3N,99.99%,186.9MiB,1GiB,
2025-07-05 22:08:55.3N,100.07%,187MiB,1GiB,
2025-07-05 22:08:57.3N,100.02%,184.9MiB,1GiB,
2025-07-05 22:08:59.3N,100.32%,186.8MiB,1GiB,
2025-07-05 22:09:01.3N,99.28%,185MiB,1GiB,
2025-07-05 22:09:03.3N,99.07%,187.3MiB,1GiB,
2025-07-05 22:09:05.3N,99.35%,189.5MiB,1GiB,
2025-07-05 22:09:07.3N,100.27%,189.8MiB,1GiB,
2025-07-05 22:09:09.3N,100.15%,185.4MiB,1GiB,
2025-07-05 22:09:11.3N,99.51%,197MiB,1GiB,
2025-07-05 22:09:13.3N,99.51%,190.7MiB,1GiB,
2025-07-05 22:09:15.3N,100.10%,192.9MiB,1GiB,
2025-07-05 22:09:17.3N,99.49%,192.9MiB,1GiB,
2025-07-05 22:09:19.3N,99.93%,192.9MiB,1GiB,
2025-07-05 22:09:21.3N,99.57%,191MiB,1GiB,
2025-07-05 22:09:23.3N,99.22%,192.9MiB,1GiB,
2025-07-05 22:09:25.3N,99.88%,190.6MiB,1GiB,
2025-07-05 22:09:27.3N,100.57%,194.5MiB,1GiB,
2025-07-05 22:09:29.3N,99.91%,192.6MiB,1GiB,
2025-07-05 22:09:31.3N,99.36%,196.5MiB,1GiB,
2025-07-05 22:09:33.3N,99.05%,194.5MiB,1GiB,
2025-07-05 22:09:35.3N,98.60%,194.7MiB,1GiB,
2025-07-05 22:09:37.3N,99.87%,192.5MiB,1GiB,
2025-07-05 22:09:39.3N,100.04%,192.7MiB,1GiB,
2025-07-05 22:09:41.3N,100.17%,194.8MiB,1GiB,
2025-07-05 22:09:43.3N,98.91%,193.2MiB,1GiB,
2025-07-05 22:09:45.3N,100.35%,195.2MiB,1GiB,
2025-07-05 22:09:47.3N,100.02%,192.8MiB,1GiB,
2025-07-05 22:09:49.3N,100.28%,195.1MiB,1GiB,
2025-07-05 22:09:52.3N,99.86%,196.8MiB,1GiB,
2025-07-05 22:09:54.3N,99.85%,194.2MiB,1GiB,
2025-07-05 22:09:56.3N,99.32%,197.6MiB,1GiB,
2025-07-05 22:09:58.3N,98.76%,195.8MiB,1GiB,
2025-07-05 22:10:00.3N,100.44%,195.6MiB,1GiB,
2025-07-05 22:10:02.3N,100.12%,199.8MiB,1GiB,
2025-07-05 22:10:04.3N,99.88%,197.8MiB,1GiB,
2025-07-05 22:10:06.3N,99.37%,201.4MiB,1GiB,
2025-07-05 22:10:08.3N,99.72%,201.4MiB,1GiB,
2025-07-05 22:10:10.3N,99.32%,197.7MiB,1GiB,
2025-07-05 22:10:12.3N,100.01%,197.8MiB,1GiB,
2025-07-05 22:10:14.3N,100.20%,197.8MiB,1GiB,
2025-07-05 22:10:16.3N,100.27%,197.8MiB,1GiB,
2025-07-05 22:10:18.3N,99.83%,197.7MiB,1GiB,
2025-07-05 22:10:20.3N,99.90%,197.8MiB,1GiB,
2025-07-05 22:10:22.3N,99.71%,203.3MiB,1GiB,
2025-07-05 22:10:24.3N,100.02%,201.7MiB,1GiB,
2025-07-05 22:10:26.3N,100.03%,201.6MiB,1GiB,
2025-07-05 22:10:28.3N,100.22%,199.8MiB,1GiB,
2025-07-05 22:10:30.3N,99.19%,201.7MiB,1GiB,
2025-07-05 22:10:32.3N,99.84%,197.6MiB,1GiB,
2025-07-05 22:10:34.3N,99.01%,201.7MiB,1GiB,
2025-07-05 22:10:36.3N,100.35%,200.3MiB,1GiB,
2025-07-05 22:10:38.3N,99.84%,202.4MiB,1GiB,
2025-07-05 22:10:40.3N,99.40%,202.1MiB,1GiB,
2025-07-05 22:10:42.3N,100.36%,198.9MiB,1GiB,
2025-07-05 22:10:44.3N,99.53%,208.9MiB,1GiB,
2025-07-05 22:10:46.3N,99.70%,198.9MiB,1GiB,
2025-07-05 22:10:48.3N,99.95%,200.6MiB,1GiB,
2025-07-05 22:10:50.3N,99.86%,200.9MiB,1GiB,
2025-07-05 22:10:52.3N,99.25%,202.6MiB,1GiB,
2025-07-05 22:10:54.3N,99.68%,206.9MiB,1GiB,
2025-07-05 22:10:56.3N,99.62%,206.5MiB,1GiB,
2025-07-05 22:10:58.3N,98.92%,204.5MiB,1GiB,
2025-07-05 22:11:00.3N,100.18%,204.4MiB,1GiB,
2025-07-05 22:11:02.3N,99.82%,202.6MiB,1GiB,
2025-07-05 22:11:04.3N,100.05%,204.4MiB,1GiB,
2025-07-05 22:11:06.3N,100.27%,205.3MiB,1GiB,
2025-07-05 22:11:08.3N,98.97%,205.4MiB,1GiB,
2025-07-05 22:11:10.3N,98.75%,203.3MiB,1GiB,
2025-07-05 22:11:12.3N,99.18%,201.5MiB,1GiB,
2025-07-05 22:11:14.3N,100.07%,201.6MiB,1GiB,
2025-07-05 22:11:16.3N,99.82%,201.8MiB,1GiB,
2025-07-05 22:11:18.3N,100.06%,203.5MiB,1GiB,
2025-07-05 22:11:20.3N,100.16%,203.4MiB,1GiB,
2025-07-05 22:11:22.3N,99.55%,203.4MiB,1GiB,
2025-07-05 22:11:24.3N,99.63%,211.3MiB,1GiB,
2025-07-05 22:11:26.3N,99.63%,207.7MiB,1GiB,
2025-07-05 22:11:28.3N,99.36%,205.5MiB,1GiB,
2025-07-05 22:11:30.3N,99.23%,207.8MiB,1GiB,
2025-07-05 22:11:32.3N,99.61%,207.4MiB,1GiB,
2025-07-05 22:11:34.3N,99.97%,205.3MiB,1GiB,
2025-07-05 22:11:36.3N,98.89%,205.4MiB,1GiB,
2025-07-05 22:11:38.3N,99.51%,209.6MiB,1GiB,
2025-07-05 22:11:40.3N,99.92%,207.8MiB,1GiB,
2025-07-05 22:11:42.3N,100.49%,208.7MiB,1GiB,
2025-07-05 22:11:44.3N,100.29%,210.5MiB,1GiB,
2025-07-05 22:11:46.3N,99.72%,206.7MiB,1GiB,
2025-07-05 22:11:48.3N,100.14%,208.8MiB,1GiB,
2025-07-05 22:11:50.3N,99.36%,208.8MiB,1GiB,
2025-07-05 22:11:52.3N,99.63%,209.4MiB,1GiB,
2025-07-05 22:11:54.3N,100.04%,207.6MiB,1GiB,
2025-07-05 22:11:56.3N,100.09%,209.4MiB,1GiB,
2025-07-05 22:11:58.3N,99.73%,204.8MiB,1GiB,
2025-07-05 22:12:00.3N,99.32%,206.7MiB,1GiB,
2025-07-05 22:12:02.3N,99.80%,206.7MiB,1GiB,
2025-07-05 22:12:04.3N,100.14%,209.8MiB,1GiB,
2025-07-05 22:12:06.3N,100.24%,206.7MiB,1GiB,
2025-07-05 22:12:08.3N,99.58%,208.7MiB,1GiB,
2025-07-05 22:12:10.3N,100.28%,210.5MiB,1GiB,
2025-07-05 22:12:12.3N,98.96%,210.7MiB,1GiB,
2025-07-05 22:12:14.3N,98.99%,212.5MiB,1GiB,
2025-07-05 22:12:16.3N,99.92%,212.7MiB,1GiB,
2025-07-05 22:12:18.3N,99.54%,210.7MiB,1GiB,
2025-07-05 22:12:20.3N,99.89%,210.7MiB,1GiB,
2025-07-05 22:12:22.3N,99.47%,210.6MiB,1GiB,
2025-07-05 22:12:24.3N,98.79%,212.7MiB,1GiB,
2025-07-05 22:12:26.3N,99.32%,212.6MiB,1GiB,
2025-07-05 22:12:28.3N,100.36%,210.8MiB,1GiB,
2025-07-05 22:12:30.3N,98.86%,214.7MiB,1GiB,
2025-07-05 22:12:32.3N,99.31%,212.6MiB,1GiB,
2025-07-05 22:12:34.3N,99.97%,212.6MiB,1GiB,
2025-07-05 22:12:36.3N,99.46%,214.7MiB,1GiB,
2025-07-05 22:12:38.3N,98.67%,216.6MiB,1GiB,
2025-07-05 22:12:40.3N,99.61%,216.5MiB,1GiB,
2025-07-05 22:12:42.3N,99.77%,216.6MiB,1GiB,
2025-07-05 22:12:44.3N,98.84%,214.5MiB,1GiB,
2025-07-05 22:12:46.3N,99.03%,212.7MiB,1GiB,
2025-07-05 22:12:48.3N,99.01%,214.6MiB,1GiB,
2025-07-05 22:12:50.3N,99.14%,216.6MiB,1GiB,
2025-07-05 22:12:52.3N,98.97%,214.8MiB,1GiB,
2025-07-05 22:12:54.3N,99.88%,216.9MiB,1GiB,
2025-07-05 22:12:56.3N,99.65%,215.1MiB,1GiB,
2025-07-05 22:12:58.3N,100.18%,223.1MiB,1GiB,
2025-07-05 22:13:00.3N,100.54%,217MiB,1GiB,
2025-07-05 22:13:02.3N,100.25%,218.9MiB,1GiB,
2025-07-05 22:13:04.3N,99.89%,217MiB,1GiB,
2025-07-05 22:13:06.3N,99.79%,220.9MiB,1GiB,
2025-07-05 22:13:08.3N,99.20%,218.8MiB,1GiB,
2025-07-05 22:13:10.3N,99.70%,219.2MiB,1GiB,
2025-07-05 22:13:12.3N,100.03%,216.8MiB,1GiB,
2025-07-05 22:13:14.3N,98.49%,217MiB,1GiB,
2025-07-05 22:13:16.3N,99.41%,217.1MiB,1GiB,
2025-07-05 22:13:18.3N,99.36%,217.2MiB,1GiB,
2025-07-05 22:13:20.3N,99.54%,217MiB,1GiB,
2025-07-05 22:13:22.3N,98.78%,220.8MiB,1GiB,
2025-07-05 22:13:24.3N,99.75%,220.9MiB,1GiB,
2025-07-05 22:13:26.3N,99.89%,221MiB,1GiB,
2025-07-05 22:13:28.3N,99.25%,221MiB,1GiB,
2025-07-05 22:13:30.3N,99.99%,217.2MiB,1GiB,
2025-07-05 22:13:32.3N,99.30%,215MiB,1GiB,
2025-07-05 22:13:34.3N,100.47%,217.7MiB,1GiB,
2025-07-05 22:13:36.3N,99.85%,218.9MiB,1GiB,
2025-07-05 22:13:38.3N,100.49%,218.9MiB,1GiB,
2025-07-05 22:13:40.3N,100.34%,222.9MiB,1GiB,
2025-07-05 22:13:42.3N,99.69%,222.8MiB,1GiB,
2025-07-05 22:13:44.3N,100.28%,225MiB,1GiB,
2025-07-05 22:13:46.3N,99.71%,257.2MiB,1GiB,
2025-07-05 22:13:48.3N,99.26%,220.8MiB,1GiB,
2025-07-05 22:13:50.3N,100.50%,225MiB,1GiB,
2025-07-05 22:13:52.3N,99.81%,226.8MiB,1GiB,
2025-07-05 22:13:54.3N,100.52%,228.8MiB,1GiB,
2025-07-05 22:13:56.3N,99.36%,229MiB,1GiB,
2025-07-05 22:13:58.3N,100.45%,223.2MiB,1GiB,
2025-07-05 22:14:00.3N,99.81%,227MiB,1GiB,
2025-07-05 22:14:02.3N,100.60%,226.8MiB,1GiB,
2025-07-05 22:14:04.3N,99.91%,231MiB,1GiB,
2025-07-05 22:14:06.3N,99.64%,231MiB,1GiB,
2025-07-05 22:14:08.3N,100.39%,224.8MiB,1GiB,
2025-07-05 22:14:10.3N,100.99%,229.2MiB,1GiB,
2025-07-05 22:14:12.3N,99.93%,226.8MiB,1GiB,
2025-07-05 22:14:14.3N,99.74%,231.1MiB,1GiB,
2025-07-05 22:14:16.3N,99.96%,229.3MiB,1GiB,
2025-07-05 22:14:18.3N,100.12%,225.3MiB,1GiB,
2025-07-05 22:14:20.3N,100.20%,225.2MiB,1GiB,
2025-07-05 22:14:22.3N,100.60%,229.6MiB,1GiB,
2025-07-05 22:14:25.3N,98.74%,228.8MiB,1GiB,
2025-07-05 22:14:27.3N,98.52%,231MiB,1GiB,
2025-07-05 22:14:29.3N,99.33%,224.8MiB,1GiB,
2025-07-05 22:14:31.3N,99.81%,228.6MiB,1GiB,
2025-07-05 22:14:33.3N,99.82%,231.8MiB,1GiB,
2025-07-05 22:14:35.3N,100.32%,233.8MiB,1GiB,
2025-07-05 22:14:37.3N,100.17%,234MiB,1GiB,
2025-07-05 22:14:39.3N,99.35%,229.6MiB,1GiB,
2025-07-05 22:14:41.3N,100.07%,233.6MiB,1GiB,
2025-07-05 22:14:43.3N,98.82%,235.5MiB,1GiB,
2025-07-05 22:14:45.3N,99.99%,235.6MiB,1GiB,
2025-07-05 22:14:47.3N,100.05%,236.1MiB,1GiB,
2025-07-05 22:14:49.3N,100.30%,233.4MiB,1GiB,
2025-07-05 22:14:51.3N,100.16%,235.4MiB,1GiB,
2025-07-05 22:14:53.3N,99.84%,237.5MiB,1GiB,
2025-07-05 22:14:55.3N,100.42%,239.3MiB,1GiB,
2025-07-05 22:14:57.3N,100.09%,236.2MiB,1GiB,
2025-07-05 22:14:59.3N,100.06%,233.2MiB,1GiB,
2025-07-05 22:15:01.3N,100.34%,237MiB,1GiB,
2025-07-05 22:15:03.3N,99.86%,237.3MiB,1GiB,
2025-07-05 22:15:05.3N,99.44%,241.2MiB,1GiB,
2025-07-05 22:15:07.3N,98.99%,237.4MiB,1GiB,
2025-07-05 22:15:09.3N,100.39%,237.4MiB,1GiB,
2025-07-05 22:15:11.3N,100.32%,237.5MiB,1GiB,
2025-07-05 22:15:13.3N,99.19%,241.5MiB,1GiB,
2025-07-05 22:15:15.3N,99.85%,239.5MiB,1GiB,
2025-07-05 22:15:17.3N,99.27%,237MiB,1GiB,
2025-07-05 22:15:19.3N,99.48%,239.4MiB,1GiB,
2025-07-05 22:15:21.3N,100.13%,241.4MiB,1GiB,
2025-07-05 22:15:23.3N,100.43%,243MiB,1GiB,
2025-07-05 22:15:25.3N,100.38%,242.1MiB,1GiB,
2025-07-05 22:15:27.3N,100.37%,237.5MiB,1GiB,
2025-07-05 22:15:29.3N,100.37%,239.2MiB,1GiB,
2025-07-05 22:15:31.3N,100.25%,241.4MiB,1GiB,
2025-07-05 22:15:33.3N,99.37%,241.2MiB,1GiB,
2025-07-05 22:15:35.3N,99.40%,235.8MiB,1GiB,
2025-07-05 22:15:37.3N,98.71%,238.1MiB,1GiB,
2025-07-05 22:15:39.3N,99.65%,240.2MiB,1GiB,
2025-07-05 22:15:41.3N,98.70%,244MiB,1GiB,
2025-07-05 22:15:43.3N,99.44%,242.7MiB,1GiB,
2025-07-05 22:15:45.3N,100.37%,239.1MiB,1GiB,
2025-07-05 22:15:47.3N,99.79%,241.1MiB,1GiB,
2025-07-05 22:15:49.3N,100.01%,243.3MiB,1GiB,
2025-07-05 22:15:51.3N,98.60%,245.4MiB,1GiB,
2025-07-05 22:15:53.3N,100.17%,249.3MiB,1GiB,
2025-07-05 22:15:55.3N,100.27%,249.9MiB,1GiB,
2025-07-05 22:15:57.3N,99.88%,243.6MiB,1GiB,
2025-07-05 22:15:59.3N,100.26%,247.4MiB,1GiB,
2025-07-05 22:16:01.3N,99.86%,247.1MiB,1GiB,
2025-07-05 22:16:03.3N,98.94%,249MiB,1GiB,
2025-07-05 22:16:05.3N,100.86%,251.3MiB,1GiB,
2025-07-05 22:16:07.3N,99.59%,255.1MiB,1GiB,
2025-07-05 22:16:09.3N,99.61%,245.2MiB,1GiB,
2025-07-05 22:16:11.3N,99.70%,245.4MiB,1GiB,
2025-07-05 22:16:13.3N,99.71%,247.1MiB,1GiB,
2025-07-05 22:16:15.3N,100.90%,249.2MiB,1GiB,
2025-07-05 22:16:17.3N,99.81%,251.3MiB,1GiB,
2025-07-05 22:16:19.3N,100.02%,255.3MiB,1GiB,
2025-07-05 22:16:21.3N,99.90%,255.2MiB,1GiB,
2025-07-05 22:16:23.3N,99.29%,253.3MiB,1GiB,
2025-07-05 22:16:25.3N,99.16%,253.4MiB,1GiB,
2025-07-05 22:16:27.3N,98.88%,255.2MiB,1GiB,
2025-07-05 22:16:29.3N,98.80%,257.3MiB,1GiB,
2025-07-05 22:16:31.3N,100.13%,259.3MiB,1GiB,
2025-07-05 22:16:33.3N,99.71%,261.2MiB,1GiB,
2025-07-05 22:16:35.3N,100.69%,251.2MiB,1GiB,
2025-07-05 22:16:37.3N,99.46%,255.5MiB,1GiB,
2025-07-05 22:16:39.3N,99.99%,255.5MiB,1GiB,
2025-07-05 22:16:41.3N,99.40%,257.3MiB,1GiB,
2025-07-05 22:16:43.3N,100.14%,257.2MiB,1GiB,
2025-07-05 22:16:45.3N,99.39%,251.2MiB,1GiB,
2025-07-05 22:16:47.3N,100.03%,253.5MiB,1GiB,
2025-07-05 22:16:49.3N,99.82%,253.5MiB,1GiB,
2025-07-05 22:16:51.3N,99.38%,255.5MiB,1GiB,
2025-07-05 22:16:53.3N,99.68%,259.4MiB,1GiB,
2025-07-05 22:16:55.3N,100.12%,259.7MiB,1GiB,
2025-07-05 22:16:57.3N,100.10%,251.5MiB,1GiB,
2025-07-05 22:16:59.3N,99.65%,253.2MiB,1GiB,
2025-07-05 22:17:01.3N,100.35%,257.4MiB,1GiB,
2025-07-05 22:17:03.3N,100.34%,261.4MiB,1GiB,
2025-07-05 22:17:05.3N,100.16%,263.5MiB,1GiB,
2025-07-05 22:17:07.3N,100.23%,262.3MiB,1GiB,
2025-07-05 22:17:09.3N,100.25%,257.3MiB,1GiB,
2025-07-05 22:17:11.3N,99.60%,261.5MiB,1GiB,
2025-07-05 22:17:13.3N,100.32%,261.4MiB,1GiB,
2025-07-05 22:17:15.3N,100.26%,265.5MiB,1GiB,
2025-07-05 22:17:17.3N,99.80%,265.5MiB,1GiB,
2025-07-05 22:17:19.3N,100.10%,257.5MiB,1GiB,
2025-07-05 22:17:21.3N,100.27%,259.5MiB,1GiB,
2025-07-05 22:17:23.3N,99.38%,265.4MiB,1GiB,
2025-07-05 22:17:25.3N,100.16%,265.3MiB,1GiB,
2025-07-05 22:17:27.3N,100.14%,269.5MiB,1GiB,
2025-07-05 22:17:29.3N,100.36%,269MiB,1GiB,
2025-07-05 22:17:31.3N,100.02%,261.4MiB,1GiB,
2025-07-05 22:17:33.3N,100.06%,265.1MiB,1GiB,
2025-07-05 22:17:35.3N,100.10%,267.3MiB,1GiB,
2025-07-05 22:17:37.3N,100.16%,269.6MiB,1GiB,
2025-07-05 22:17:39.3N,100.05%,270.1MiB,1GiB,
2025-07-05 22:17:41.3N,100.33%,267.3MiB,1GiB,
2025-07-05 22:17:43.3N,99.85%,269.4MiB,1GiB,
2025-07-05 22:17:45.3N,100.00%,271.8MiB,1GiB,
2025-07-05 22:17:47.3N,99.79%,273.4MiB,1GiB,
2025-07-05 22:17:49.3N,99.90%,275.6MiB,1GiB,
2025-07-05 22:17:51.3N,99.89%,269.5MiB,1GiB,
2025-07-05 22:17:53.3N,99.28%,273.5MiB,1GiB,
2025-07-05 22:17:55.3N,100.24%,271.4MiB,1GiB,
2025-07-05 22:17:57.3N,100.23%,275.4MiB,1GiB,
2025-07-05 22:17:59.3N,100.03%,273.3MiB,1GiB,
2025-07-05 22:18:01.3N,99.74%,263.3MiB,1GiB,
2025-07-05 22:18:03.3N,100.51%,265.4MiB,1GiB,
2025-07-05 22:18:05.3N,99.85%,267.3MiB,1GiB,
2025-07-05 22:18:07.3N,100.12%,269.4MiB,1GiB,
2025-07-05 22:18:09.3N,100.10%,273.9MiB,1GiB,
2025-07-05 22:18:11.3N,99.94%,267.3MiB,1GiB,
2025-07-05 22:18:13.3N,99.93%,267.9MiB,1GiB,
2025-07-05 22:18:15.3N,100.04%,271.9MiB,1GiB,
2025-07-05 22:18:17.3N,99.88%,275.7MiB,1GiB,
2025-07-05 22:18:19.3N,99.01%,278.2MiB,1GiB,
2025-07-05 22:18:21.3N,99.75%,282.2MiB,1GiB,
2025-07-05 22:18:23.3N,100.20%,282.1MiB,1GiB,
2025-07-05 22:18:25.3N,99.96%,269.6MiB,1GiB,
2025-07-05 22:18:27.3N,100.11%,272.1MiB,1GiB,
2025-07-05 22:18:29.3N,100.15%,274.2MiB,1GiB,
2025-07-05 22:18:31.3N,99.80%,275.8MiB,1GiB,
2025-07-05 22:18:33.3N,100.06%,279.9MiB,1GiB,
2025-07-05 22:18:35.3N,100.22%,282MiB,1GiB,
2025-07-05 22:18:37.3N,99.91%,283.7MiB,1GiB,
2025-07-05 22:18:39.3N,99.59%,271.8MiB,1GiB,
2025-07-05 22:18:41.3N,100.33%,273.9MiB,1GiB,
2025-07-05 22:18:43.3N,99.75%,279.8MiB,1GiB,
2025-07-05 22:18:45.3N,100.33%,280.1MiB,1GiB,
2025-07-05 22:18:47.3N,100.24%,282MiB,1GiB,
2025-07-05 22:18:49.3N,99.94%,285.8MiB,1GiB,
2025-07-05 22:18:51.3N,99.84%,276.1MiB,1GiB,
2025-07-05 22:18:53.3N,100.43%,280.1MiB,1GiB,
2025-07-05 22:18:55.3N,98.66%,282.2MiB,1GiB,
2025-07-05 22:18:57.3N,98.67%,281.8MiB,1GiB,
2025-07-05 22:18:59.3N,99.82%,285.8MiB,1GiB,
2025-07-05 22:19:01.3N,98.54%,290.3MiB,1GiB,
2025-07-05 22:19:03.3N,100.20%,277.9MiB,1GiB,
2025-07-05 22:19:05.3N,99.42%,277.5MiB,1GiB,
2025-07-05 22:19:07.3N,99.85%,283.9MiB,1GiB,
2025-07-05 22:19:09.3N,99.99%,286.2MiB,1GiB,
2025-07-05 22:19:11.3N,99.95%,288MiB,1GiB,
2025-07-05 22:19:13.3N,99.70%,294.2MiB,1GiB,
2025-07-05 22:19:15.3N,98.70%,280.1MiB,1GiB,
2025-07-05 22:19:17.3N,99.03%,285.8MiB,1GiB,
2025-07-05 22:19:19.3N,99.91%,286.1MiB,1GiB,
2025-07-05 22:19:21.3N,99.73%,282.1MiB,1GiB,
2025-07-05 22:19:23.3N,100.07%,283.6MiB,1GiB,
2025-07-05 22:19:25.3N,100.37%,287.9MiB,1GiB,
2025-07-05 22:19:27.3N,99.44%,273.7MiB,1GiB,
2025-07-05 22:19:30.3N,99.69%,278MiB,1GiB,
2025-07-05 22:19:32.3N,100.59%,283.9MiB,1GiB,
2025-07-05 22:19:34.3N,100.03%,284.1MiB,1GiB,
2025-07-05 22:19:36.3N,100.06%,289.8MiB,1GiB,
2025-07-05 22:19:38.3N,100.12%,291.9MiB,1GiB,
2025-07-05 22:19:40.3N,100.17%,282.1MiB,1GiB,
2025-07-05 22:19:42.3N,99.93%,288.2MiB,1GiB,
2025-07-05 22:19:44.3N,99.64%,288.1MiB,1GiB,
2025-07-05 22:19:46.3N,100.48%,291.9MiB,1GiB,
2025-07-05 22:19:48.3N,100.54%,298.3MiB,1GiB,
2025-07-05 22:19:50.3N,101.32%,290MiB,1GiB,
2025-07-05 22:19:52.3N,100.30%,285.8MiB,1GiB,
2025-07-05 22:19:54.3N,99.33%,290.1MiB,1GiB,
2025-07-05 22:19:56.3N,99.84%,293.9MiB,1GiB,
2025-07-05 22:19:58.3N,100.31%,296.3MiB,1GiB,
2025-07-05 22:20:00.3N,100.89%,299.5MiB,1GiB,
2025-07-05 22:20:02.3N,99.22%,287.9MiB,1GiB,
2025-07-05 22:20:04.3N,100.15%,294MiB,1GiB,
2025-07-05 22:20:06.3N,99.89%,295.9MiB,1GiB,
2025-07-05 22:20:08.3N,100.82%,297.7MiB,1GiB,
2025-07-05 22:20:10.3N,100.43%,304MiB,1GiB,
2025-07-05 22:20:12.3N,102.97%,304MiB,1GiB,
2025-07-05 22:20:14.3N,100.34%,290MiB,1GiB,
2025-07-05 22:20:16.3N,100.88%,287.8MiB,1GiB,
2025-07-05 22:20:18.3N,100.49%,289.9MiB,1GiB,
2025-07-05 22:20:20.3N,100.77%,294MiB,1GiB,
2025-07-05 22:20:22.3N,101.99%,296.1MiB,1GiB,
2025-07-05 22:20:24.3N,100.98%,299.8MiB,1GiB,
2025-07-05 22:20:26.3N,101.00%,286MiB,1GiB,
2025-07-05 22:20:28.3N,100.30%,292.2MiB,1GiB,
2025-07-05 22:20:30.3N,103.17%,293.9MiB,1GiB,
2025-07-05 22:20:32.3N,100.55%,297.7MiB,1GiB,
2025-07-05 22:20:34.3N,101.05%,297.8MiB,1GiB,
2025-07-05 22:20:36.3N,101.96%,301.9MiB,1GiB,
2025-07-05 22:20:38.3N,101.77%,298.7MiB,1GiB,
2025-07-05 22:20:40.3N,102.00%,291.6MiB,1GiB,
2025-07-05 22:20:42.3N,100.82%,296.1MiB,1GiB,
2025-07-05 22:20:44.3N,100.90%,297.5MiB,1GiB,
2025-07-05 22:20:46.3N,100.08%,299.9MiB,1GiB,
2025-07-05 22:20:48.3N,101.00%,305.9MiB,1GiB,
2025-07-05 22:20:50.3N,102.12%,307.9MiB,1GiB,
2025-07-05 22:20:52.3N,101.89%,293.8MiB,1GiB,
2025-07-05 22:20:54.3N,102.07%,293.8MiB,1GiB,
2025-07-05 22:20:56.3N,100.73%,298.2MiB,1GiB,
2025-07-05 22:20:58.3N,101.51%,299.9MiB,1GiB,
2025-07-05 22:21:00.3N,102.30%,303.5MiB,1GiB,
2025-07-05 22:21:02.3N,103.04%,308.1MiB,1GiB,
2025-07-05 22:21:04.3N,101.64%,309.7MiB,1GiB,
2025-07-05 22:21:06.3N,101.76%,313.8MiB,1GiB,
2025-07-05 22:21:08.3N,101.58%,298MiB,1GiB,
2025-07-05 22:21:10.3N,101.33%,302.1MiB,1GiB,
2025-07-05 22:21:12.3N,101.93%,303.7MiB,1GiB,
2025-07-05 22:21:14.3N,101.19%,305.6MiB,1GiB,
2025-07-05 22:21:16.3N,99.04%,309.8MiB,1GiB,
2025-07-05 22:21:18.3N,101.83%,313.7MiB,1GiB,
