Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-05 23:36:16.3N,99.91%,242.4MiB,1GiB,
2025-07-05 23:36:18.3N,99.84%,246.4MiB,1GiB,
2025-07-05 23:36:20.3N,100.03%,248.3MiB,1GiB,
2025-07-05 23:36:22.3N,100.16%,241.1MiB,1GiB,
2025-07-05 23:36:24.3N,100.13%,245.1MiB,1GiB,
2025-07-05 23:36:26.3N,99.97%,245.1MiB,1GiB,
2025-07-05 23:36:28.3N,100.02%,246.9MiB,1GiB,
2025-07-05 23:36:30.3N,100.31%,248.7MiB,1GiB,
2025-07-05 23:36:32.3N,99.80%,244.1MiB,1GiB,
2025-07-05 23:36:34.3N,99.88%,244.1MiB,1GiB,
2025-07-05 23:36:36.3N,99.95%,248.4MiB,1GiB,
2025-07-05 23:36:38.3N,99.47%,246.4MiB,1GiB,
2025-07-05 23:36:40.3N,100.06%,250.1MiB,1GiB,
2025-07-05 23:36:42.3N,100.42%,252.1MiB,1GiB,
2025-07-05 23:36:44.3N,99.11%,253.4MiB,1GiB,
2025-07-05 23:36:46.3N,100.06%,250.3MiB,1GiB,
2025-07-05 23:36:48.3N,100.00%,252.3MiB,1GiB,
2025-07-05 23:36:50.3N,99.84%,252.2MiB,1GiB,
2025-07-05 23:36:52.3N,100.37%,254.2MiB,1GiB,
2025-07-05 23:36:54.3N,100.20%,256.3MiB,1GiB,
2025-07-05 23:36:56.3N,99.17%,258.3MiB,1GiB,
2025-07-05 23:36:58.3N,100.11%,250MiB,1GiB,
2025-07-05 23:37:00.3N,100.67%,248MiB,1GiB,
2025-07-05 23:37:02.3N,100.00%,252.1MiB,1GiB,
2025-07-05 23:37:04.3N,99.45%,254.1MiB,1GiB,
2025-07-05 23:37:06.3N,100.02%,256.4MiB,1GiB,
2025-07-05 23:37:08.3N,98.71%,258.5MiB,1GiB,
2025-07-05 23:37:10.3N,98.76%,257.5MiB,1GiB,
2025-07-05 23:37:12.3N,100.49%,256.4MiB,1GiB,
2025-07-05 23:37:14.3N,98.92%,258.2MiB,1GiB,
2025-07-05 23:37:16.3N,99.68%,260MiB,1GiB,
2025-07-05 23:37:18.3N,98.84%,262.3MiB,1GiB,
2025-07-05 23:37:20.3N,100.14%,262.4MiB,1GiB,
2025-07-05 23:37:22.3N,99.93%,264.1MiB,1GiB,
2025-07-05 23:37:24.3N,100.01%,254MiB,1GiB,
2025-07-05 23:37:26.3N,99.91%,254.2MiB,1GiB,
2025-07-05 23:37:28.3N,99.85%,258.5MiB,1GiB,
2025-07-05 23:37:30.3N,100.02%,258.2MiB,1GiB,
2025-07-05 23:37:32.3N,100.51%,264.3MiB,1GiB,
2025-07-05 23:37:34.3N,100.10%,262.4MiB,1GiB,
2025-07-05 23:37:36.3N,99.78%,258.4MiB,1GiB,
2025-07-05 23:37:38.3N,100.13%,258.4MiB,1GiB,
2025-07-05 23:37:40.3N,100.03%,262.2MiB,1GiB,
2025-07-05 23:37:42.3N,99.79%,262.1MiB,1GiB,
2025-07-05 23:37:44.3N,100.11%,266.4MiB,1GiB,
2025-07-05 23:37:46.3N,99.95%,268.4MiB,1GiB,
2025-07-05 23:37:48.3N,100.04%,258.2MiB,1GiB,
2025-07-05 23:37:50.3N,99.53%,262MiB,1GiB,
2025-07-05 23:37:52.3N,99.49%,262.1MiB,1GiB,
2025-07-05 23:37:54.3N,100.39%,266.5MiB,1GiB,
2025-07-05 23:37:56.3N,98.32%,266MiB,1GiB,
2025-07-05 23:37:58.3N,99.95%,268.3MiB,1GiB,
2025-07-05 23:38:00.3N,100.81%,262MiB,1GiB,
2025-07-05 23:38:02.3N,99.94%,264MiB,1GiB,
2025-07-05 23:38:04.3N,100.70%,268.1MiB,1GiB,
2025-07-05 23:38:06.3N,99.83%,272.4MiB,1GiB,
2025-07-05 23:38:08.3N,100.19%,274.4MiB,1GiB,
2025-07-05 23:38:10.3N,99.80%,272.1MiB,1GiB,
2025-07-05 23:38:12.3N,100.58%,264MiB,1GiB,
2025-07-05 23:38:14.3N,99.93%,266.3MiB,1GiB,
2025-07-05 23:38:16.3N,100.24%,268.1MiB,1GiB,
2025-07-05 23:38:18.3N,99.42%,270.3MiB,1GiB,
2025-07-05 23:38:20.3N,99.99%,270.5MiB,1GiB,
2025-07-05 23:38:22.3N,99.05%,271.2MiB,1GiB,
2025-07-05 23:38:24.3N,99.64%,266.2MiB,1GiB,
2025-07-05 23:38:26.3N,100.19%,268.2MiB,1GiB,
2025-07-05 23:38:28.3N,100.03%,268.4MiB,1GiB,
2025-07-05 23:38:30.3N,100.02%,270.4MiB,1GiB,
2025-07-05 23:38:32.3N,99.90%,272.1MiB,1GiB,
2025-07-05 23:38:35.3N,99.48%,264.3MiB,1GiB,
2025-07-05 23:38:37.3N,100.06%,264MiB,1GiB,
2025-07-05 23:38:39.3N,99.46%,268.4MiB,1GiB,
2025-07-05 23:38:41.3N,100.03%,272.5MiB,1GiB,
2025-07-05 23:38:43.3N,99.02%,272.4MiB,1GiB,
2025-07-05 23:38:45.3N,99.68%,273.4MiB,1GiB,
2025-07-05 23:38:47.3N,99.78%,270.3MiB,1GiB,
2025-07-05 23:38:49.3N,99.67%,272.3MiB,1GiB,
2025-07-05 23:38:51.3N,100.38%,272.4MiB,1GiB,
2025-07-05 23:38:53.3N,99.36%,274MiB,1GiB,
2025-07-05 23:38:55.3N,99.06%,276.1MiB,1GiB,
2025-07-05 23:38:57.3N,99.94%,266MiB,1GiB,
2025-07-05 23:38:59.3N,99.09%,272.4MiB,1GiB,
2025-07-05 23:39:01.3N,99.28%,272.1MiB,1GiB,
2025-07-05 23:39:03.3N,98.83%,276.1MiB,1GiB,
2025-07-05 23:39:05.3N,97.97%,278.5MiB,1GiB,
2025-07-05 23:39:07.3N,99.73%,274.2MiB,1GiB,
2025-07-05 23:39:09.3N,97.97%,274.3MiB,1GiB,
2025-07-05 23:39:11.3N,99.40%,272.9MiB,1GiB,
2025-07-05 23:39:13.3N,100.48%,276.8MiB,1GiB,
2025-07-05 23:39:15.3N,99.89%,278.8MiB,1GiB,
2025-07-05 23:39:17.3N,98.92%,280.9MiB,1GiB,
2025-07-05 23:39:19.3N,100.40%,282.9MiB,1GiB,
2025-07-05 23:39:21.3N,99.83%,285MiB,1GiB,
2025-07-05 23:39:23.3N,99.58%,276.6MiB,1GiB,
2025-07-05 23:39:25.3N,100.33%,280.9MiB,1GiB,
2025-07-05 23:39:27.3N,100.09%,282.9MiB,1GiB,
2025-07-05 23:39:29.3N,100.31%,285MiB,1GiB,
2025-07-05 23:39:31.3N,98.87%,288.8MiB,1GiB,
2025-07-05 23:39:33.3N,99.48%,288.8MiB,1GiB,
2025-07-05 23:39:35.3N,99.87%,290.7MiB,1GiB,
2025-07-05 23:39:37.3N,99.63%,276.5MiB,1GiB,
2025-07-05 23:39:39.3N,98.67%,282.6MiB,1GiB,
2025-07-05 23:39:41.3N,99.55%,282.9MiB,1GiB,
2025-07-05 23:39:43.3N,100.31%,286.5MiB,1GiB,
2025-07-05 23:39:45.3N,100.53%,290.8MiB,1GiB,
2025-07-05 23:39:47.3N,98.46%,290.8MiB,1GiB,
2025-07-05 23:39:49.3N,99.97%,293.2MiB,1GiB,
2025-07-05 23:39:51.3N,99.32%,284.8MiB,1GiB,
2025-07-05 23:39:53.3N,99.04%,286.5MiB,1GiB,
2025-07-05 23:39:55.3N,100.11%,290.8MiB,1GiB,
2025-07-05 23:39:57.3N,100.48%,292.7MiB,1GiB,
2025-07-05 23:39:59.3N,98.46%,296.9MiB,1GiB,
2025-07-05 23:40:01.3N,99.54%,300.8MiB,1GiB,
2025-07-05 23:40:03.3N,98.08%,286.6MiB,1GiB,
2025-07-05 23:40:05.3N,99.67%,290.9MiB,1GiB,
2025-07-05 23:40:07.3N,99.75%,292.5MiB,1GiB,
2025-07-05 23:40:09.3N,100.00%,292.7MiB,1GiB,
2025-07-05 23:40:11.3N,100.47%,294.7MiB,1GiB,
2025-07-05 23:40:13.3N,100.55%,298.7MiB,1GiB,
2025-07-05 23:40:15.3N,99.65%,288.9MiB,1GiB,
2025-07-05 23:40:17.3N,99.43%,288.8MiB,1GiB,
2025-07-05 23:40:19.3N,99.72%,293MiB,1GiB,
2025-07-05 23:40:21.3N,100.52%,288.9MiB,1GiB,
2025-07-05 23:40:23.3N,99.92%,290.7MiB,1GiB,
2025-07-05 23:40:25.3N,100.01%,294.8MiB,1GiB,
2025-07-05 23:40:27.3N,99.69%,279MiB,1GiB,
2025-07-05 23:40:29.3N,100.07%,279.1MiB,1GiB,
2025-07-05 23:40:31.3N,100.79%,284.7MiB,1GiB,
2025-07-05 23:40:33.3N,99.79%,288.7MiB,1GiB,
2025-07-05 23:40:35.3N,98.57%,290.7MiB,1GiB,
2025-07-05 23:40:37.3N,99.47%,294.7MiB,1GiB,
2025-07-05 23:40:39.3N,99.47%,282.8MiB,1GiB,
2025-07-05 23:40:41.3N,99.44%,288.9MiB,1GiB,
2025-07-05 23:40:43.3N,99.48%,290.8MiB,1GiB,
2025-07-05 23:40:45.3N,100.51%,294.9MiB,1GiB,
2025-07-05 23:40:47.3N,100.21%,294.8MiB,1GiB,
2025-07-05 23:40:49.3N,100.38%,294.9MiB,1GiB,
2025-07-05 23:40:51.3N,100.94%,284.5MiB,1GiB,
2025-07-05 23:40:53.3N,100.58%,288.7MiB,1GiB,
2025-07-05 23:40:55.3N,100.14%,292.8MiB,1GiB,
2025-07-05 23:40:57.3N,99.87%,294.9MiB,1GiB,
2025-07-05 23:40:59.3N,99.12%,298.7MiB,1GiB,
2025-07-05 23:41:01.3N,100.81%,288.5MiB,1GiB,
2025-07-05 23:41:03.3N,100.34%,288.4MiB,1GiB,
2025-07-05 23:41:05.3N,99.35%,294.6MiB,1GiB,
2025-07-05 23:41:07.3N,101.59%,298.6MiB,1GiB,
2025-07-05 23:41:09.3N,99.09%,300.4MiB,1GiB,
2025-07-05 23:41:11.3N,103.75%,302.8MiB,1GiB,
2025-07-05 23:41:13.3N,102.57%,288.4MiB,1GiB,
2025-07-05 23:41:15.3N,101.12%,294.5MiB,1GiB,
2025-07-05 23:41:17.3N,102.46%,294.7MiB,1GiB,
2025-07-05 23:41:19.3N,100.57%,298.9MiB,1GiB,
2025-07-05 23:41:21.3N,101.08%,302.4MiB,1GiB,
2025-07-05 23:41:23.3N,101.09%,304.6MiB,1GiB,
2025-07-05 23:41:25.3N,100.74%,299.4MiB,1GiB,
2025-07-05 23:41:27.3N,100.26%,295MiB,1GiB,
2025-07-05 23:41:29.3N,102.05%,298.9MiB,1GiB,
2025-07-05 23:41:31.3N,101.55%,302.9MiB,1GiB,
2025-07-05 23:41:33.3N,100.74%,306.8MiB,1GiB,
2025-07-05 23:41:35.3N,100.77%,307.1MiB,1GiB,
2025-07-05 23:41:37.3N,100.87%,310.9MiB,1GiB,
2025-07-05 23:41:39.3N,101.67%,301MiB,1GiB,
2025-07-05 23:41:41.3N,101.57%,305MiB,1GiB,
2025-07-05 23:41:43.3N,102.24%,306.8MiB,1GiB,
2025-07-05 23:41:45.3N,102.83%,309MiB,1GiB,
2025-07-05 23:41:47.3N,103.13%,310.6MiB,1GiB,
