Timestamp,CPU %,Memory Usage,Memory Limit
2025-07-06 00:07:46.3N,100.40%,212.7MiB,1GiB,
2025-07-06 00:07:48.3N,99.69%,208.7MiB,1GiB,
2025-07-06 00:07:50.3N,100.11%,208.9MiB,1GiB,
2025-07-06 00:07:52.3N,99.60%,208.7MiB,1GiB,
2025-07-06 00:07:54.3N,100.17%,208.8MiB,1GiB,
2025-07-06 00:07:56.3N,99.33%,208.5MiB,1GiB,
2025-07-06 00:07:58.3N,100.00%,208.7MiB,1GiB,
2025-07-06 00:08:00.3N,99.95%,208.9MiB,1GiB,
2025-07-06 00:08:02.3N,100.11%,209.1MiB,1GiB,
2025-07-06 00:08:04.3N,99.94%,209.4MiB,1GiB,
2025-07-06 00:08:06.3N,99.59%,207MiB,1GiB,
2025-07-06 00:08:08.3N,100.00%,209MiB,1GiB,
2025-07-06 00:08:10.3N,100.07%,209.2MiB,1GiB,
2025-07-06 00:08:12.3N,100.01%,215MiB,1GiB,
2025-07-06 00:08:14.3N,100.71%,206.9MiB,1GiB,
2025-07-06 00:08:16.3N,99.88%,208.9MiB,1GiB,
2025-07-06 00:08:18.3N,100.29%,211.2MiB,1GiB,
2025-07-06 00:08:20.3N,99.88%,211.2MiB,1GiB,
2025-07-06 00:08:22.3N,99.89%,219.2MiB,1GiB,
2025-07-06 00:08:24.3N,99.99%,213.1MiB,1GiB,
2025-07-06 00:08:26.3N,99.30%,213.3MiB,1GiB,
2025-07-06 00:08:28.3N,99.19%,215.1MiB,1GiB,
2025-07-06 00:08:30.3N,99.29%,216.9MiB,1GiB,
2025-07-06 00:08:32.3N,100.24%,213.4MiB,1GiB,
2025-07-06 00:08:34.3N,100.21%,215.1MiB,1GiB,
2025-07-06 00:08:36.3N,99.89%,219.5MiB,1GiB,
2025-07-06 00:08:38.3N,100.49%,217.2MiB,1GiB,
2025-07-06 00:08:40.3N,99.97%,214.9MiB,1GiB,
2025-07-06 00:08:42.3N,98.75%,215.1MiB,1GiB,
2025-07-06 00:08:44.3N,99.70%,216.9MiB,1GiB,
2025-07-06 00:08:46.3N,100.30%,219.4MiB,1GiB,
2025-07-06 00:08:48.3N,99.73%,219.6MiB,1GiB,
2025-07-06 00:08:50.3N,100.10%,218.4MiB,1GiB,
2025-07-06 00:08:52.3N,99.88%,220.1MiB,1GiB,
2025-07-06 00:08:54.3N,100.38%,218.2MiB,1GiB,
2025-07-06 00:08:56.3N,99.51%,220.2MiB,1GiB,
2025-07-06 00:08:58.3N,99.49%,218.1MiB,1GiB,
2025-07-06 00:09:00.3N,100.30%,214.3MiB,1GiB,
2025-07-06 00:09:02.3N,99.84%,216.4MiB,1GiB,
2025-07-06 00:09:04.3N,99.71%,220.3MiB,1GiB,
2025-07-06 00:09:06.3N,100.36%,218.4MiB,1GiB,
2025-07-06 00:09:08.3N,99.36%,219.5MiB,1GiB,
2025-07-06 00:09:10.3N,100.01%,221.4MiB,1GiB,
2025-07-06 00:09:12.3N,99.66%,221.3MiB,1GiB,
2025-07-06 00:09:14.3N,100.21%,221.4MiB,1GiB,
2025-07-06 00:09:16.3N,100.29%,221.4MiB,1GiB,
2025-07-06 00:09:18.3N,100.12%,218.3MiB,1GiB,
2025-07-06 00:09:20.3N,99.75%,218.4MiB,1GiB,
2025-07-06 00:09:22.3N,99.58%,220.7MiB,1GiB,
2025-07-06 00:09:24.3N,99.89%,222.6MiB,1GiB,
2025-07-06 00:09:26.3N,99.84%,220.4MiB,1GiB,
2025-07-06 00:09:28.3N,99.86%,224.7MiB,1GiB,
2025-07-06 00:09:30.3N,99.88%,224.4MiB,1GiB,
2025-07-06 00:09:32.3N,99.19%,226.7MiB,1GiB,
2025-07-06 00:09:34.3N,99.97%,218.1MiB,1GiB,
2025-07-06 00:09:36.3N,98.73%,218.5MiB,1GiB,
2025-07-06 00:09:38.3N,99.16%,222.5MiB,1GiB,
2025-07-06 00:09:40.3N,100.14%,224.3MiB,1GiB,
2025-07-06 00:09:42.3N,100.22%,223.3MiB,1GiB,
2025-07-06 00:09:44.3N,99.34%,220.2MiB,1GiB,
2025-07-06 00:09:46.3N,98.70%,222.4MiB,1GiB,
2025-07-06 00:09:48.3N,99.89%,224.4MiB,1GiB,
2025-07-06 00:09:50.3N,99.59%,226.4MiB,1GiB,
2025-07-06 00:09:52.3N,99.43%,224.2MiB,1GiB,
2025-07-06 00:09:54.3N,99.61%,226.1MiB,1GiB,
2025-07-06 00:09:56.3N,99.69%,226.1MiB,1GiB,
2025-07-06 00:09:59.3N,99.69%,230.2MiB,1GiB,
2025-07-06 00:10:01.3N,100.03%,230MiB,1GiB,
2025-07-06 00:10:03.3N,99.45%,230MiB,1GiB,
2025-07-06 00:10:05.3N,100.50%,232MiB,1GiB,
2025-07-06 00:10:07.3N,99.59%,231.9MiB,1GiB,
2025-07-06 00:10:09.3N,99.57%,231.9MiB,1GiB,
2025-07-06 00:10:11.3N,99.62%,226.2MiB,1GiB,
2025-07-06 00:10:13.3N,99.67%,228.2MiB,1GiB,
2025-07-06 00:10:15.3N,99.04%,228.1MiB,1GiB,
2025-07-06 00:10:17.3N,99.40%,228.1MiB,1GiB,
2025-07-06 00:10:19.3N,99.55%,230.3MiB,1GiB,
2025-07-06 00:10:21.3N,99.86%,234.2MiB,1GiB,
2025-07-06 00:10:23.3N,100.15%,235MiB,1GiB,
2025-07-06 00:10:25.3N,100.21%,230MiB,1GiB,
2025-07-06 00:10:27.3N,99.91%,230.3MiB,1GiB,
2025-07-06 00:10:29.3N,100.03%,234.1MiB,1GiB,
2025-07-06 00:10:31.3N,99.46%,236.2MiB,1GiB,
2025-07-06 00:10:33.3N,99.09%,236MiB,1GiB,
2025-07-06 00:10:35.3N,100.38%,235.8MiB,1GiB,
2025-07-06 00:10:37.3N,99.97%,231.9MiB,1GiB,
2025-07-06 00:10:39.3N,100.17%,231.7MiB,1GiB,
2025-07-06 00:10:41.3N,100.37%,234MiB,1GiB,
2025-07-06 00:10:43.3N,100.32%,238MiB,1GiB,
2025-07-06 00:10:45.3N,100.04%,235.5MiB,1GiB,
2025-07-06 00:10:47.3N,99.53%,235.8MiB,1GiB,
2025-07-06 00:10:49.3N,99.22%,231.6MiB,1GiB,
2025-07-06 00:10:51.3N,99.78%,236MiB,1GiB,
2025-07-06 00:10:53.3N,99.37%,237.7MiB,1GiB,
2025-07-06 00:10:55.3N,100.45%,239.7MiB,1GiB,
2025-07-06 00:10:57.3N,99.90%,239.5MiB,1GiB,
2025-07-06 00:10:59.3N,100.16%,241.8MiB,1GiB,
2025-07-06 00:11:01.3N,100.60%,241.6MiB,1GiB,
2025-07-06 00:11:03.3N,99.80%,231.7MiB,1GiB,
2025-07-06 00:11:05.3N,99.92%,233.5MiB,1GiB,
2025-07-06 00:11:07.3N,100.08%,235.7MiB,1GiB,
2025-07-06 00:11:09.3N,99.96%,239.5MiB,1GiB,
2025-07-06 00:11:11.3N,100.33%,241.7MiB,1GiB,
2025-07-06 00:11:13.3N,99.96%,240.7MiB,1GiB,
2025-07-06 00:11:15.3N,100.12%,235.8MiB,1GiB,
2025-07-06 00:11:17.3N,99.86%,237.7MiB,1GiB,
2025-07-06 00:11:19.3N,99.75%,241.8MiB,1GiB,
2025-07-06 00:11:21.3N,100.01%,241.9MiB,1GiB,
2025-07-06 00:11:23.3N,100.22%,239.9MiB,1GiB,
2025-07-06 00:11:25.3N,99.31%,233.5MiB,1GiB,
2025-07-06 00:11:27.3N,99.16%,235.8MiB,1GiB,
2025-07-06 00:11:29.3N,100.09%,237.7MiB,1GiB,
2025-07-06 00:11:31.3N,99.28%,239.9MiB,1GiB,
2025-07-06 00:11:33.3N,100.14%,244MiB,1GiB,
2025-07-06 00:11:35.3N,99.04%,244.4MiB,1GiB,
2025-07-06 00:11:37.3N,98.61%,239.6MiB,1GiB,
2025-07-06 00:11:39.3N,99.52%,243.5MiB,1GiB,
2025-07-06 00:11:41.3N,99.11%,243.5MiB,1GiB,
2025-07-06 00:11:43.3N,98.53%,247.5MiB,1GiB,
2025-07-06 00:11:45.3N,99.38%,249.5MiB,1GiB,
2025-07-06 00:11:47.3N,99.55%,241.7MiB,1GiB,
2025-07-06 00:11:49.3N,99.48%,243.9MiB,1GiB,
2025-07-06 00:11:51.3N,100.00%,244MiB,1GiB,
2025-07-06 00:11:53.3N,99.76%,247.9MiB,1GiB,
2025-07-06 00:11:55.3N,98.82%,249.5MiB,1GiB,
2025-07-06 00:11:57.3N,100.02%,248.8MiB,1GiB,
2025-07-06 00:11:59.3N,99.26%,243.8MiB,1GiB,
2025-07-06 00:12:01.3N,100.57%,245.7MiB,1GiB,
2025-07-06 00:12:03.3N,100.49%,249.8MiB,1GiB,
2025-07-06 00:12:05.3N,99.56%,245.8MiB,1GiB,
2025-07-06 00:12:07.3N,99.40%,246MiB,1GiB,
2025-07-06 00:12:09.3N,99.56%,239.6MiB,1GiB,
2025-07-06 00:12:11.3N,100.15%,241.7MiB,1GiB,
2025-07-06 00:12:13.3N,99.91%,243.7MiB,1GiB,
2025-07-06 00:12:15.3N,99.64%,245.5MiB,1GiB,
2025-07-06 00:12:17.3N,99.47%,249.6MiB,1GiB,
2025-07-06 00:12:19.3N,99.69%,243.7MiB,1GiB,
2025-07-06 00:12:21.3N,100.03%,245.6MiB,1GiB,
2025-07-06 00:12:23.3N,100.12%,249.7MiB,1GiB,
2025-07-06 00:12:25.3N,100.76%,249.7MiB,1GiB,
2025-07-06 00:12:27.3N,99.21%,253.8MiB,1GiB,
2025-07-06 00:12:29.3N,99.79%,248.1MiB,1GiB,
2025-07-06 00:12:31.3N,99.67%,248.2MiB,1GiB,
2025-07-06 00:12:33.3N,98.53%,248MiB,1GiB,
2025-07-06 00:12:35.3N,99.94%,249.7MiB,1GiB,
2025-07-06 00:12:37.3N,99.67%,254MiB,1GiB,
2025-07-06 00:12:39.3N,99.98%,351.4MiB,1GiB,
2025-07-06 00:12:41.3N,100.04%,249.8MiB,1GiB,
2025-07-06 00:12:43.3N,100.18%,249.6MiB,1GiB,
2025-07-06 00:12:45.3N,99.76%,253.6MiB,1GiB,
2025-07-06 00:12:47.3N,99.64%,255.6MiB,1GiB,
2025-07-06 00:12:49.3N,99.23%,255.4MiB,1GiB,
2025-07-06 00:12:51.3N,98.77%,261.8MiB,1GiB,
2025-07-06 00:12:53.3N,100.50%,259.9MiB,1GiB,
2025-07-06 00:12:55.3N,100.32%,253.8MiB,1GiB,
2025-07-06 00:12:57.3N,99.97%,255.7MiB,1GiB,
2025-07-06 00:12:59.3N,100.01%,259.8MiB,1GiB,
2025-07-06 00:13:01.3N,100.15%,259.6MiB,1GiB,
2025-07-06 00:13:03.3N,99.84%,263.6MiB,1GiB,
2025-07-06 00:13:05.3N,101.01%,263.6MiB,1GiB,
2025-07-06 00:13:07.3N,99.00%,265.8MiB,1GiB,
2025-07-06 00:13:09.3N,100.25%,257.6MiB,1GiB,
2025-07-06 00:13:11.3N,100.05%,259.7MiB,1GiB,
2025-07-06 00:13:13.3N,99.76%,263.7MiB,1GiB,
2025-07-06 00:13:15.3N,98.60%,265.6MiB,1GiB,
2025-07-06 00:13:17.3N,98.83%,265.6MiB,1GiB,
2025-07-06 00:13:19.3N,98.79%,269.7MiB,1GiB,
2025-07-06 00:13:21.3N,99.15%,269.5MiB,1GiB,
2025-07-06 00:13:23.3N,98.94%,259.9MiB,1GiB,
2025-07-06 00:13:25.3N,99.68%,261.6MiB,1GiB,
2025-07-06 00:13:27.3N,99.90%,265.7MiB,1GiB,
2025-07-06 00:13:29.3N,99.73%,267.8MiB,1GiB,
2025-07-06 00:13:31.3N,99.45%,269.4MiB,1GiB,
2025-07-06 00:13:33.3N,99.27%,269.7MiB,1GiB,
2025-07-06 00:13:35.3N,100.00%,257.6MiB,1GiB,
2025-07-06 00:13:37.3N,99.82%,259.6MiB,1GiB,
2025-07-06 00:13:39.3N,99.78%,263.8MiB,1GiB,
2025-07-06 00:13:41.3N,99.66%,267.8MiB,1GiB,
2025-07-06 00:13:43.3N,99.45%,267.8MiB,1GiB,
2025-07-06 00:13:45.3N,99.94%,271.8MiB,1GiB,
2025-07-06 00:13:47.3N,99.69%,262MiB,1GiB,
2025-07-06 00:13:49.3N,99.98%,263.6MiB,1GiB,
2025-07-06 00:13:51.3N,99.72%,265.7MiB,1GiB,
2025-07-06 00:13:53.3N,99.71%,269.8MiB,1GiB,
2025-07-06 00:13:55.3N,99.08%,271.6MiB,1GiB,
2025-07-06 00:13:57.3N,99.63%,273.6MiB,1GiB,
2025-07-06 00:13:59.3N,99.13%,274.7MiB,1GiB,
2025-07-06 00:14:01.3N,99.79%,269.5MiB,1GiB,
2025-07-06 00:14:03.3N,99.62%,271.7MiB,1GiB,
2025-07-06 00:14:05.3N,99.10%,273.7MiB,1GiB,
2025-07-06 00:14:07.3N,99.59%,275.6MiB,1GiB,
2025-07-06 00:14:09.3N,99.54%,277.6MiB,1GiB,
2025-07-06 00:14:11.3N,99.85%,281.3MiB,1GiB,
2025-07-06 00:14:13.3N,100.14%,269.6MiB,1GiB,
2025-07-06 00:14:15.3N,100.11%,275.7MiB,1GiB,
2025-07-06 00:14:17.3N,99.58%,275.6MiB,1GiB,
2025-07-06 00:14:19.3N,100.04%,279.6MiB,1GiB,
2025-07-06 00:14:21.3N,100.37%,279.4MiB,1GiB,
2025-07-06 00:14:23.3N,99.86%,283.7MiB,1GiB,
2025-07-06 00:14:25.3N,99.89%,271.7MiB,1GiB,
2025-07-06 00:14:27.3N,99.71%,275.7MiB,1GiB,
2025-07-06 00:14:29.3N,100.72%,273.8MiB,1GiB,
2025-07-06 00:14:31.3N,100.33%,275.8MiB,1GiB,
2025-07-06 00:14:33.3N,99.91%,279.7MiB,1GiB,
2025-07-06 00:14:35.3N,99.14%,269.4MiB,1GiB,
2025-07-06 00:14:37.3N,100.04%,273.6MiB,1GiB,
2025-07-06 00:14:39.3N,99.33%,273.7MiB,1GiB,
2025-07-06 00:14:41.3N,99.19%,278MiB,1GiB,
2025-07-06 00:14:43.3N,100.03%,277.7MiB,1GiB,
2025-07-06 00:14:45.3N,100.02%,281.5MiB,1GiB,
2025-07-06 00:14:47.3N,100.07%,269.5MiB,1GiB,
2025-07-06 00:14:49.3N,99.51%,271.3MiB,1GiB,
2025-07-06 00:14:52.3N,100.23%,275.4MiB,1GiB,
2025-07-06 00:14:54.3N,99.96%,279.3MiB,1GiB,
2025-07-06 00:14:56.3N,99.76%,281.3MiB,1GiB,
2025-07-06 00:14:58.3N,100.08%,277.5MiB,1GiB,
2025-07-06 00:15:00.3N,99.52%,277.7MiB,1GiB,
2025-07-06 00:15:02.3N,99.47%,279.3MiB,1GiB,
2025-07-06 00:15:04.3N,100.17%,285.7MiB,1GiB,
2025-07-06 00:15:06.3N,101.99%,285.3MiB,1GiB,
2025-07-06 00:15:08.3N,100.75%,287.7MiB,1GiB,
2025-07-06 00:15:10.3N,99.70%,279.5MiB,1GiB,
2025-07-06 00:15:12.3N,99.98%,283.7MiB,1GiB,
2025-07-06 00:15:14.3N,100.14%,285.7MiB,1GiB,
2025-07-06 00:15:16.3N,99.32%,278.7MiB,1GiB,
2025-07-06 00:15:18.3N,101.03%,282.9MiB,1GiB,
2025-07-06 00:15:20.3N,99.88%,272.9MiB,1GiB,
2025-07-06 00:15:22.3N,100.63%,274.9MiB,1GiB,
2025-07-06 00:15:24.3N,99.31%,276.7MiB,1GiB,
2025-07-06 00:15:26.3N,99.16%,280.9MiB,1GiB,
2025-07-06 00:15:28.3N,98.72%,284.7MiB,1GiB,
2025-07-06 00:15:30.3N,99.60%,288.8MiB,1GiB,
2025-07-06 00:15:32.3N,98.66%,293MiB,1GiB,
2025-07-06 00:15:34.3N,99.49%,280.8MiB,1GiB,
2025-07-06 00:15:36.3N,99.36%,282.9MiB,1GiB,
2025-07-06 00:15:38.3N,99.82%,284.7MiB,1GiB,
2025-07-06 00:15:40.3N,99.69%,288.7MiB,1GiB,
2025-07-06 00:15:42.3N,99.95%,291MiB,1GiB,
2025-07-06 00:15:44.3N,100.23%,292.8MiB,1GiB,
2025-07-06 00:15:46.3N,100.24%,296.9MiB,1GiB,
2025-07-06 00:15:48.3N,100.37%,298.7MiB,1GiB,
2025-07-06 00:15:50.3N,99.84%,284.5MiB,1GiB,
2025-07-06 00:15:52.3N,99.89%,286.8MiB,1GiB,
2025-07-06 00:15:54.3N,100.22%,290.8MiB,1GiB,
2025-07-06 00:15:56.3N,102.25%,292.4MiB,1GiB,
2025-07-06 00:15:58.3N,98.83%,296.9MiB,1GiB,
2025-07-06 00:16:00.3N,99.73%,301MiB,1GiB,
2025-07-06 00:16:02.3N,100.20%,301.1MiB,1GiB,
2025-07-06 00:16:04.3N,98.51%,283MiB,1GiB,
2025-07-06 00:16:06.3N,101.63%,286.7MiB,1GiB,
2025-07-06 00:16:08.3N,100.16%,288.7MiB,1GiB,
2025-07-06 00:16:10.3N,102.21%,292.9MiB,1GiB,
2025-07-06 00:16:12.3N,100.49%,292.7MiB,1GiB,
2025-07-06 00:16:14.3N,100.15%,296.7MiB,1GiB,
2025-07-06 00:16:16.3N,99.93%,298.8MiB,1GiB,
2025-07-06 00:16:18.3N,99.46%,300.7MiB,1GiB,
2025-07-06 00:16:20.3N,101.05%,290.5MiB,1GiB,
2025-07-06 00:16:22.3N,99.97%,285.3MiB,1GiB,
2025-07-06 00:16:24.3N,101.14%,290.9MiB,1GiB,
2025-07-06 00:16:26.3N,101.24%,290.6MiB,1GiB,
2025-07-06 00:16:28.3N,100.72%,292.6MiB,1GiB,
2025-07-06 00:16:30.3N,100.57%,298.7MiB,1GiB,
2025-07-06 00:16:32.3N,100.19%,299MiB,1GiB,
2025-07-06 00:16:34.3N,101.80%,300.9MiB,1GiB,
2025-07-06 00:16:36.3N,100.21%,302.9MiB,1GiB,
2025-07-06 00:16:38.3N,100.15%,286.9MiB,1GiB,
2025-07-06 00:16:40.3N,100.13%,292.7MiB,1GiB,
2025-07-06 00:16:42.3N,99.94%,292.9MiB,1GiB,
2025-07-06 00:16:44.3N,101.42%,290.7MiB,1GiB,
2025-07-06 00:16:46.3N,101.28%,296.9MiB,1GiB,
2025-07-06 00:16:48.3N,101.92%,296.6MiB,1GiB,
2025-07-06 00:16:50.3N,101.49%,300.9MiB,1GiB,
